stcode11,ac_no,st_name,ac_name,pc_name,Households,Population,Males,Females,SCPopulation,MaleSCPopulation,FemaleSCPopulation,STPopulation,MaleSTPopulation,FemaleSTPopulation,Literates,MaleLiterates,FemaleLiterates,Illiterates,MaleLiterates,FemaleIlliterates,TotalWorkers,FulltimeWorkers,MaleFulltimeWorkers,FemaleFulltimeWorkers,ParttimeWorkers,AgriculturalWorkers,DilapidatedHouses,HouseholdswithAccesstoTap,HouseholdswithElectricLighting,HouseholdswithKerosene,HouseholdswithIndoorToilets,HouseholdswithFirewood,HouseholdswithLPG,HouseholdswithTV,HouseholdswithMobile,Householdswith2wheelers,Householdswith4wheelers
36,80,TELANGANA,Alampur,Nagarkurnool,67474,304446,155280,149166,71266,36851,34415,1546,820,726,139401,85150,54251,165045,70130,94915,164863,155282,83218,72064,9581,138531,5490,20454,59980,6187,12547,57782,6591,30708,39902,8073,606
36,81,TELANGANA,Nagarkurnool,Nagarkurnool,60664,274241,138075,136165,57855,28811,29043,19209,9816,9393,130474,76953,53521,143766,61122,82644,143902,124386,69938,54447,19516,106709,3902,26673,52155,7491,18308,49806,9175,23386,35459,6527,629
36,82,TELANGANA,Achampet,Nagarkurnool,65804,283910,144685,139225,62564,31768,30796,58150,29991,28159,135397,82671,52726,148513,62014,86499,153316,131007,71829,59178,22309,117958,4497,17359,53488,10694,16994,56682,6998,20543,34117,5742,628
36,83,TELANGANA,Kalwakurthy,Nagarkurnool,64264,277350,141850,135500,54572,27598,26974,52584,27645,24939,135605,82979,52626,141745,58871,82874,144448,128475,72952,55523,15973,107865,3742,17818,57106,5961,21170,50860,11126,29001,39825,9122,1071
36,84,TELANGANA,Shadnagar,Mahbubnagar,70409,304892,155858,149034,51238,25833,25405,35889,18615,17274,159777,94559,65218,145115,61299,83816,148415,127846,79124,48722,20569,99760,2554,18834,63494,6199,32658,47703,18702,37606,46538,14733,1492
36,85,TELANGANA,Kollapur,Nagarkurnool,62919,280161,144184,135977,53893,27657,26236,21098,10898,10200,129570,79234,50336,150591,64950,85641,149907,133965,73435,60530,15942,114160,4016,17922,52760,8857,10822,56508,4527,19700,36481,4520,558
36,86,TELANGANA,Devarakonda,Nalgonda,72437,312408,159449,152959,49522,24668,24853,95115,50317,44797,150460,91875,58585,161947,67573,94374,161803,133925,76277,57647,27877,123071,3168,24441,64825,6507,15780,58339,9441,25506,42488,7482,1790
36,87,TELANGANA,Nagarjuna Sagar,Nalgonda,68910,271029,136792,134237,48268,24096,24172,51162,26636,24526,141755,84361,57394,129274,52431,76843,144965,126625,71487,55138,18339,117625,4101,13058,60822,7098,17532,53168,11132,30992,39146,7845,2043
36,88,TELANGANA,Miryalguda,Nalgonda,78544,303088,152465,150623,48472,24055,24417,50440,25882,24558,182784,104676,78108,120304,47789,72515,145147,123012,78544,44468,22135,87160,3544,33536,68776,8644,34962,43095,28906,44433,48620,14754,2153
36,89,TELANGANA,Huzurnagar,Nalgonda,84493,310968,155966,155002,52685,26352,26333,43431,22199,21232,174161,100722,73439,136807,55244,81563,165427,141874,81363,60511,23553,129220,4628,14834,75544,7585,28936,54178,23932,46694,46980,13041,1459
36,9,TELANGANA,Nirmal,Adilabad,72806,307721,148821,158900,39715,18283,21432,31521,15368,16153,163923,93050,70873,143798,55771,88027,160497,141289,74857,66432,19208,76387,2753,33984,67146,4485,25107,39243,30767,39792,48662,13056,1162
36,90,TELANGANA,Kodad,Nalgonda,78582,298457,149994,148463,58353,29067,29286,29926,15240,14686,177682,101161,76521,120775,48833,71942,149557,136741,79174,57567,12816,111598,4759,6276,71003,6802,33365,50333,23115,43257,44150,11288,1239
36,91,TELANGANA,Suryapet,Nalgonda,71119,285223,142386,142837,52220,25686,26534,44807,22885,21922,172538,96660,75878,112685,45726,66959,138639,121468,72385,49083,17171,84662,4075,25120,64823,5380,34344,45120,21138,39093,43873,11544,1525
36,92,TELANGANA,Nalgonda,Nalgonda,73174,297858,150003,147855,55262,27417,27845,4275,2158,2117,196867,109952,86915,100991,40051,60940,134218,116819,74597,42222,17399,65655,2384,53011,68282,4021,45871,36362,32059,47333,53333,21513,2622
36,93,TELANGANA,Munugode,Bhongir,73276,298807,152351,146456,53605,27006,26599,18066,9472,8594,162883,97231,65652,135924,55120,80804,150799,130959,78035,52924,19840,99660,4252,31550,66203,6173,27999,51197,18032,35818,48908,11830,1400
36,94,TELANGANA,Bhongir,Bhongir,60399,253202,129232,123970,41400,21061,20339,9890,5204,4686,154939,90279,64660,98263,38953,59310,116245,94305,62509,31796,21940,60015,1993,22162,57356,2443,33348,31930,23758,40962,44357,15788,1649
36,95,TELANGANA,Nakrekal,Bhongir,76532,303064,152484,150580,66349,33053,33296,3499,1685,1814,179576,104053,75523,123488,48431,75057,149155,126893,75905,50988,22262,96141,3900,31293,70093,5450,36070,53695,19198,43358,50341,11432,1274
36,96,TELANGANA,Thungathurthy,Bhongir,69431,275043,137949,137094,61744,30783,30961,21583,10852,10731,149063,86998,62065,125980,50951,75029,144659,127807,69500,58307,16852,118093,4898,10316,59692,8747,22296,59707,6545,29793,40036,5942,955
36,97,TELANGANA,Alair,Bhongir,67472,273349,137530,135819,48369,24537,23832,21932,11273,10659,154013,90311,63702,119336,47219,72117,138114,110606,67279,43327,27508,94784,3388,23464,61288,5452,27186,49746,14041,38033,43538,11865,885
36,98,TELANGANA,Jangoan,Bhongir,68694,290223,145576,144647,55876,28454,27422,18308,9260,9048,169969,98735,71234,120254,46841,73413,138930,117007,69749,47258,21923,90616,3509,12725,63855,4099,30499,50220,14818,38769,41026,11042,875
36,99,TELANGANA,Ghanpur Station,Warangal,76316,302789,150919,151870,75616,37779,37837,21098,10535,10563,167975,96556,71419,134814,54363,80451,159671,129609,75107,54502,30062,124552,4311,23984,69036,6220,28477,62698,10627,35164,40494,7874,622
