CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,TotalWorkers2011,TotalWokersMale2011,TotalWorkersFemale2011,MainWorkers2011,MainWokersMale2011,MainWorkersFemale2011,PerMainWorkers2011,PerMainMale2011,PerMainFemale2011,PerMainWorkersMale2011,PerMainWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,TotalWorkers2001,TotalMaleWorkers2001,TotalFemaleWorkers2001,MainWorkersTotal2001,MainWorkersMale2001,MainWorkerFemale2001,PerMainWorkers2001,PerMainMale2001,PerMainFemale2001,PerMainWorkersMale2001,PerMainWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,PPChangeinMain,PPChangeinMainMale,PPChangeinMainFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices,BiggestEmployer,BiggestEmployerByMen,BiggestEmployerbyWomen
Ganderbal,11,District - Ganderbal ,Y,297446,158720,138726,92306,67864,24442,51323,45588,5735,55.60093602,67.17552753,23.46371001,88.8256727,11.1743273,24.3204801,12.59863999,5.237417922,6.916976794,56.16390312,75.6795199,#N/A,#N/A,#N/A,#VALUE!,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.282218274,-2.325606412,0.807696878,2.480050875,-1.230010927,-6.228132504,2.39182562,2.490441995,4.967701437,Administration and Defence,Administration and Defence,"Education, Health and Social Work"
Pulwama,12,District - Pulwama ,Y,560440,293064,267376,171439,126081,45358,91424,82885,8539,53.32742258,65.73948493,18.82578597,90.66000175,9.33999825,26.99072454,9.863930697,8.929821491,3.326260063,59.8190847,73.00927546,652607,335544,317063,#VALUE!,0,0,130086,116586,13500,#VALUE!,#DIV/0!,#DIV/0!,89.6222499,10.3777501,54.27717049,9.034023646,6.133634672,2.045569854,34.64323601,45.72282951,-3.085746816,-5.492020978,-0.829316455,-0.601845572,-15.50886984,-0.638880364,1.700013395,0.453155653,15.69459455,Administration and Defence,Administration and Defence,"Education, Health and Social Work"
Shupiyan,13,District - Shupiyan ,Y,266215,136480,129735,76940,55580,21360,47847,42771,5076,62.18741877,76.95394027,23.76404494,89.3911844,10.6088156,61.27238907,5.588647146,5.7391268,0.91750789,32.22145589,38.72761093,#N/A,#N/A,#N/A,#VALUE!,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.085746816,-5.492020978,-0.829316455,-0.601845572,-15.50886984,-0.638880364,1.700013395,0.453155653,15.69459455,Cultivators,Cultivators,Cultivators
Anantnag,14,District - Anantnag ,Y,1078692,559767,518925,347792,216178,131614,159806,143347,16459,45.94872798,66.30970774,12.50550853,89.70063702,10.29936298,34.63574584,7.427756154,11.04213859,4.681926836,53.25457117,65.36425416,1172434,610007,562427,#VALUE!,0,0,234887,207722,27165,#VALUE!,#DIV/0!,#DIV/0!,88.43486442,11.56513558,52.31238851,9.597380868,6.57209637,1.695709,36.39452162,47.68761149,-4.715425384,-7.461264547,-1.585073218,-1.337443375,-13.94692581,-1.575823285,3.421954015,2.350897765,13.17185133,Cultivators,Cultivators,"Education, Health and Social Work"
Kulgam,15,District - Kulgam ,Y,424483,217620,206863,144498,91195,53303,70461,63369,7092,48.76261263,69.48736225,13.30506726,89.93485758,10.06514242,46.82448447,9.368303033,7.616979606,2.605696768,41.20151573,53.17551553,#N/A,#N/A,#N/A,#VALUE!,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4.715425384,-7.461264547,-1.585073218,-1.337443375,-13.94692581,-1.575823285,3.421954015,2.350897765,13.17185133,Cultivators,Cultivators,Cultivators
Doda,16,District - Doda ,Y,409936,213641,196295,135910,90078,45832,72072,61791,10281,53.02921051,68.59721575,22.43192529,85.73509824,14.26490176,36.87839938,2.55994006,4.673104673,9.873459873,50.68820069,63.12160062,691929,363526,328403,#VALUE!,0,0,178815,133734,45081,#VALUE!,#DIV/0!,#DIV/0!,74.78902777,25.21097223,66.06101278,2.726281352,2.843721164,3.365489472,27.8472164,33.93898722,-8.501392429,-8.379399564,-8.494075658,-10.80013229,-21.9469987,-0.530967683,1.424632382,4.166825744,18.31114064,Cultivators,Cultivators,"Education, Health and Social Work"
Ramban,17,District - Ramban ,Y,283713,149132,134581,78604,61957,16647,47965,42981,4984,61.02106763,69.3723066,29.93932841,89.60908996,10.39091004,48.6021057,2.449702908,4.301052851,7.196914417,41.75127697,51.3978943,#N/A,#N/A,#N/A,#VALUE!,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8.501392429,-8.379399564,-8.494075658,-10.80013229,-21.9469987,-0.530967683,1.424632382,4.166825744,18.31114064,Cultivators,Cultivators,Cultivators
Kishtwar,18,District - Kishtwar ,Y,230696,120165,110531,72884,49712,23172,40259,32424,7835,55.23708907,65.22368845,33.81235974,80.53851313,19.46148687,51.72011227,1.239474403,3.504806379,3.740778459,43.29963486,48.27988773,#N/A,#N/A,#N/A,#VALUE!,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8.501392429,-8.379399564,-8.494075658,-10.80013229,-21.9469987,-0.530967683,1.424632382,4.166825744,18.31114064,Cultivators,Cultivators,Cultivators
Udhampur,19,District - Udhampur ,Y,554985,296784,258201,220025,148007,72018,140871,117616,23255,64.02499716,79.46651172,32.29053848,83.49198912,16.50801088,42.98613625,3.447125384,6.336293488,6.401601465,47.1651369,57.01386375,743509,399686,343823,#VALUE!,0,0,229229,186866,42363,#VALUE!,#DIV/0!,#DIV/0!,81.51935401,18.48064599,57.13587722,2.173372479,3.942782109,2.743544665,37.94720563,42.86412278,-5.479751089,-6.892652309,-3.509063097,-2.236344175,-7.642760402,0.572641627,1.852242045,2.788399181,4.281719593,Cultivators,Cultivators,Cultivators
Reasi,20,District - Reasi ,Y,314667,166461,148206,126289,77426,48863,79594,67036,12558,63.02528328,86.58073515,25.70042773,84.22242883,15.77757117,61.00962384,1.505138578,4.837048019,3.992763274,33.49247431,38.99037616,#N/A,#N/A,#N/A,#VALUE!,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5.479751089,-6.892652309,-3.509063097,-2.236344175,-7.642760402,0.572641627,1.852242045,2.788399181,4.281719593,Cultivators,Cultivators,Cultivators
Jammu,21,District - Jammu ,Y,1529958,813821,716137,464908,381517,83391,379090,324469,54621,81.540864,85.04706212,65.49987409,85.59154818,14.40845182,16.75116727,7.527500066,13.34274183,5.779102588,69.94223008,83.24883273,1588772,850302,738470,#VALUE!,0,0,396376,353896,42480,#VALUE!,#DIV/0!,#DIV/0!,89.2829031,10.7170969,21.15541809,7.602882112,11.30290431,7.563525541,63.67817426,78.84458191,-0.731168683,-2.252421507,1.267109492,2.858264078,-3.814967608,0.755446848,1.340229614,-1.54938803,4.608908791,Administration and Defence,Administration and Defence,"Education, Health and Social Work"
Samba,22,District - Samba ,Y,318898,169124,149774,85028,75287,9741,68655,62493,6162,80.74399021,83.00636232,63.25839236,91.02468866,8.975311339,20.59427573,12.94588886,8.780132547,7.311921928,59.14791348,79.40572427,#N/A,#N/A,#N/A,#VALUE!,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.731168683,-2.252421507,1.267109492,2.858264078,-3.814967608,0.755446848,1.340229614,-1.54938803,4.608908791,Administration and Defence,Administration and Defence,"Education, Health and Social Work"
Chamba,23,District - Chamba ,0,519080,261320,257760,253116,137616,115500,111387,81755,29632,44.00630541,59.40806302,25.65541126,73.39725462,26.60274538,46.55929327,3.661109465,4.3003223,10.79479652,38.98480074,53.44070673,460887,235218,225669,#VALUE!,0,0,115396,84703,30693,#VALUE!,#DIV/0!,#DIV/0!,73.40202433,26.59797567,59.02804257,3.048632535,3.207216888,3.645706957,34.27761794,40.97195743,#VALUE!,#DIV/0!,#DIV/0!,0.004769717,-12.46874929,0.61247693,1.093105412,7.149089563,4.707182798,Cultivators,Cultivators,Cultivators
Kangra,24,District - Kangra ,0,1510075,750591,759484,583453,349149,234304,286845,224210,62635,49.16334306,64.21613695,26.73236479,78.16416532,21.83583468,25.19374575,8.239292998,9.446913838,11.28902369,55.27793756,74.80625425,1339030,661254,677776,#VALUE!,0,0,295639,211450,84189,#VALUE!,#DIV/0!,#DIV/0!,71.52303992,28.47696008,45.87689716,8.929133166,6.969648795,7.114081701,38.07988797,54.12310284,#VALUE!,#DIV/0!,#DIV/0!,-6.641125392,-20.68315141,-0.689840168,2.477265044,4.174941988,17.19804959,Cultivators,Cultivators,Cultivators
Lahul & Spiti,25,District - Lahul & Spiti ,0,31564,16588,14976,16591,9370,7221,13064,7616,5448,78.74148635,81.28068303,75.44661404,58.29761176,41.70238824,56.97336191,0.803735456,1.530924679,8.488977342,33.73392529,43.02663809,33224,18441,14783,#VALUE!,0,0,16971,10719,6252,#VALUE!,#DIV/0!,#DIV/0!,63.16068588,36.83931412,51.56443345,0.972246774,0.412468328,11.01879677,36.44452301,48.43556655,#VALUE!,#DIV/0!,#DIV/0!,4.863074118,5.408928465,-0.168511318,1.11845635,-2.529819429,-2.710597719,Cultivators,Cultivators,Cultivators
Kullu,26,District - Kullu ,0,437903,225452,212451,231082,128213,102869,174898,107142,67756,75.68655283,83.56562907,65.86629597,61.25970566,38.74029434,71.9893881,2.255028645,3.839952429,4.560372331,21.19521092,28.0106119,381571,198016,183555,#VALUE!,0,0,150404,89117,61287,#VALUE!,#DIV/0!,#DIV/0!,59.25174862,40.74825138,74.76729342,2.993936331,3.384883381,2.944070636,19.29469961,25.23270658,#VALUE!,#DIV/0!,#DIV/0!,-2.007957033,-2.777905323,-0.738907686,0.455069049,1.616301695,1.900511314,Cultivators,Cultivators,Cultivators
Mandi,27,District - Mandi ,0,999777,498065,501712,491481,255709,235772,258257,169094,89163,52.54669051,66.12751213,37.81746772,65.47508877,34.52491123,52.81444453,4.10056649,4.723202082,7.403477931,35.68151105,47.18555547,901344,447872,453472,#VALUE!,0,0,240206,155482,84724,#VALUE!,#DIV/0!,#DIV/0!,64.72860794,35.27139206,60.93020158,4.74759165,4.046526731,4.289235073,30.0329717,39.06979842,#VALUE!,#DIV/0!,#DIV/0!,-0.746480823,-8.115757051,-0.647025161,0.67667535,3.114242858,5.648539354,Cultivators,Cultivators,Cultivators
Hamirpur,28,District - Hamirpur ,0,454768,217070,237698,200005,97751,102254,110729,66872,43857,55.36311592,68.41055334,42.89025368,60.39248977,39.60751023,43.04111841,5.319293049,7.022550551,10.42184071,41.21774783,56.95888159,412700,196593,216107,#VALUE!,0,0,109844,64639,45205,#VALUE!,#DIV/0!,#DIV/0!,58.84618186,41.15381814,52.28961072,6.102290521,6.488292488,9.108371873,32.49972689,47.71038928,#VALUE!,#DIV/0!,#DIV/0!,-1.546307914,-9.248492314,-0.782997472,0.534258064,1.313468837,8.718020949,Cultivators,Cultivators,Cultivators
Una,29,District - Una ,0,521173,263692,257481,191088,125948,65140,122588,96341,26247,64.15264171,76.49267952,40.29321461,78.58925833,21.41074167,30.95245864,16.30339022,9.07756061,10.30280288,42.44134826,69.04754136,448273,224524,223749,#VALUE!,0,0,101063,77880,23183,#VALUE!,#DIV/0!,#DIV/0!,77.06084324,22.93915676,45.852587,11.44731504,8.491732879,6.92736214,35.77273582,54.147413,#VALUE!,#DIV/0!,#DIV/0!,-1.528415092,-14.90012836,4.856075177,0.58582773,3.375440744,6.668612438,Cultivators,Cultivators,Cultivators
Bilaspur,30,District - Bilaspur ,0,381956,192764,189192,177174,96304,80870,93891,66955,26936,52.99366724,69.52463034,33.30777792,71.3114143,28.6885857,38.72575646,8.131769818,6.550148577,8.165851892,44.97662183,61.27424354,340885,171263,169622,#VALUE!,0,0,97280,60086,37194,#VALUE!,#DIV/0!,#DIV/0!,61.76603618,38.23396382,59.13856908,5.757606908,4.806743421,4.786184211,30.3176398,40.86143092,#VALUE!,#DIV/0!,#DIV/0!,-9.545378115,-20.41281262,2.37416291,1.743405155,3.379667682,14.65898202,Cultivators,Cultivators,Cultivators
Solan,31,District - Solan ,0,580320,308754,271566,268556,172950,95606,203061,147935,55126,75.61216283,85.53628216,57.65956112,72.8524926,27.1475074,37.42865444,18.75692526,5.029030685,5.138357439,38.67606286,62.57134556,500557,270291,230266,#VALUE!,0,0,154887,123032,31855,#VALUE!,#DIV/0!,#DIV/0!,79.43339338,20.56660662,39.90586686,18.1674382,5.545333049,7.03803418,34.88866077,60.09413314,#VALUE!,#DIV/0!,#DIV/0!,6.580900776,-2.477212414,0.589487062,-0.516302364,-1.89967674,3.787402092,Cultivators,Cultivators,Cultivators
Sirmaur,32,District - Sirmaur ,0,529855,276289,253566,238008,145122,92886,174014,120871,53143,73.11266848,83.28923251,57.21314299,69.46050318,30.53949682,61.63182273,9.707264933,3.150321239,5.08809636,23.57281598,38.36817727,458593,241299,217294,#VALUE!,0,0,159694,106733,52961,#VALUE!,#DIV/0!,#DIV/0!,66.83594875,33.16405125,68.15910429,9.302165391,3.048956129,3.234936817,19.30379351,31.84089571,#VALUE!,#DIV/0!,#DIV/0!,-2.624554426,-6.52728156,0.405099541,0.10136511,1.853159543,4.269022475,Cultivators,Cultivators,Cultivators
Shimla,33,District - Shimla ,0,814010,425039,388971,380576,229495,151081,281399,194351,87048,73.94029051,84.68637661,57.61677511,69.06598815,30.93401185,54.90175871,2.646775575,4.360712014,5.481185079,36.97028063,45.09824129,722502,380996,341506,#VALUE!,0,0,284441,183858,100583,#VALUE!,#DIV/0!,#DIV/0!,64.63836086,35.36163914,58.87477544,2.732728404,3.886218935,3.882000134,34.51049603,41.12522456,#VALUE!,#DIV/0!,#DIV/0!,-4.427627297,-3.973016724,-0.085952829,0.474493079,1.599184945,2.459784608,Cultivators,Cultivators,Cultivators
Kinnaur,34,District - Kinnaur ,0,84121,46249,37872,48631,30131,18500,41627,27160,14467,85.59766404,90.13972321,78.2,65.2461143,34.7538857,56.41290509,2.440723569,1.878588416,12.97234968,28.17402167,43.58709491,78334,42173,36161,#VALUE!,0,0,35636,22499,13137,#VALUE!,#DIV/0!,#DIV/0!,63.13559322,36.86440678,60.0965316,2.385228421,3.325289034,4.433718711,33.08452127,39.9034684,#VALUE!,#DIV/0!,#DIV/0!,-2.11052108,-3.683626512,0.055495148,-1.446700617,8.538630965,-4.910499602,Cultivators,Cultivators,Cultivators
Gurdaspur,35,District - Gurdaspur ,0,2298323,1212617,1085706,661863,558887,102976,550787,482688,68099,83.21767496,86.36593802,66.13094313,87.63605532,12.36394468,32.43304581,9.918171634,10.15782871,11.18908035,46.45970221,67.56695419,2104011,1113077,990934,#VALUE!,0,0,499284,441266,58018,#VALUE!,#DIV/0!,#DIV/0!,88.37975982,11.62024018,33.69344902,12.134777,11.6078224,6.764687032,47.40708695,66.30655098,#VALUE!,#DIV/0!,#DIV/0!,0.743704499,-1.260403214,-2.216605366,-1.449993695,4.42439332,-0.947384741,Cultivators,Cultivators,"Education, Health and Social Work"
Kapurthala,36,District - Kapurthala ,0,815168,426311,388857,251695,209215,42480,221476,189924,31552,87.99380202,90.77934183,74.27495292,85.75376113,14.24623887,34.2276364,14.20289332,10.25032058,10.62688508,40.9425852,65.7723636,754521,399623,354898,#VALUE!,0,0,205993,173049,32944,#VALUE!,#DIV/0!,#DIV/0!,84.00722355,15.99277645,37.73623376,18.70548999,11.23776051,7.58569466,35.97258159,62.26376624,#VALUE!,#DIV/0!,#DIV/0!,-1.746537583,-3.508597352,-4.502596677,-0.98743993,3.041190421,4.970003609,Cultivators,Cultivators,"Education, Health and Social Work"
Jalandhar,37,District - Jalandhar ,0,2193590,1145211,1048379,694989,574194,120795,623246,529260,93986,89.6771028,92.17442189,77.80620059,84.91991926,15.08008074,19.78384137,19.4345411,13.47846597,12.24107335,48.54054418,80.21615863,1962700,1040177,922523,#VALUE!,0,0,537192,462916,74276,#VALUE!,#DIV/0!,#DIV/0!,86.17328627,13.82671373,24.94657404,21.41878509,14.36748872,8.867779118,44.76686176,75.05342596,#VALUE!,#DIV/0!,#DIV/0!,1.253367012,-5.162732664,-1.984243994,-0.889022752,3.37329423,3.773682428,Manufacturing (Non Household),Manufacturing (Non Household),"Education, Health and Social Work"
Hoshiarpur,38,District - Hoshiarpur ,0,1586625,809057,777568,443560,365244,78316,365853,312118,53735,82.48106231,85.45465497,68.6130548,85.3124069,14.6875931,32.37119827,13.1659437,10.87649958,12.57499597,41.88786206,67.62880173,1480736,765132,715604,#VALUE!,0,0,365321,300903,64418,#VALUE!,#DIV/0!,#DIV/0!,82.36674048,17.63325952,39.97279105,14.55514465,11.66398866,7.094308841,38.37775545,60.02720895,#VALUE!,#DIV/0!,#DIV/0!,-2.945666413,-7.601592784,-1.389200955,-0.787489079,5.480687128,3.510106611,Cultivators,Cultivators,"Education, Health and Social Work"
Shahid Bhagat Singh Nagar,39,District - Shahid Bhagat Singh Nagar ,Y,612310,313291,299019,179891,149886,30005,153760,132915,20845,85.47398147,88.67739482,69.47175471,86.44315817,13.55684183,33.91649324,13.5119667,9.344432882,16.9094693,35.66207076,66.08350676,587468,306902,280566,#VALUE!,0,0,209374,140660,68714,#VALUE!,#DIV/0!,#DIV/0!,67.18121639,32.81878361,55.39751832,11.39874101,8.145232932,8.322427809,24.88131287,44.60248168,#VALUE!,#DIV/0!,#DIV/0!,-19.26194178,-21.48102508,2.113225692,1.19919995,8.587041494,10.78075789,Cultivators,Cultivators,"Education, Health and Social Work"
Fatehgarh Sahib,40,District - Fatehgarh Sahib ,0,600163,320795,279368,190671,162251,28420,171993,149686,22307,90.20406879,92.25582585,78.49049965,87.03028612,12.96971388,34.25546389,22.3927718,9.30851837,8.837568971,34.51419535,65.74453611,538041,290137,247904,#VALUE!,0,0,162090,131834,30256,#VALUE!,#DIV/0!,#DIV/0!,81.33382689,18.66617311,46.54081066,17.49645259,9.698315751,5.328521192,30.63421556,53.45918934,#VALUE!,#DIV/0!,#DIV/0!,-5.69645923,-12.28534678,4.896319211,-0.389797381,3.509047779,3.879979786,Cultivators,Cultivators,"Plantation, Livestock, Forestry"
Ludhiana,41,District - Ludhiana ,0,3498739,1867816,1630923,1147571,943559,204012,1026013,873543,152470,89.40736564,92.57958432,74.73579985,85.13956451,14.86043549,20.13122641,27.96309598,13.11094499,7.207218622,44.69845899,79.86877359,3032831,1662716,1370115,#VALUE!,0,0,954446,798209,156237,#VALUE!,#DIV/0!,#DIV/0!,83.63060875,16.36939125,25.95778074,30.32418806,13.27146847,5.01453199,38.7034992,74.04221926,#VALUE!,#DIV/0!,#DIV/0!,-1.508955757,-5.826554337,-2.361092079,-0.160523487,2.192686632,5.994959784,Manufacturing (Non Household),Manufacturing (Non Household),Other Services including Arts and Entertainment
Moga,42,District - Moga ,0,995746,525920,469826,311690,253901,57789,266082,226388,39694,85.36751259,89.16388671,68.68781256,85.08204238,14.91795762,50.92866109,9.514360235,9.117490097,6.688915447,32.86806323,49.07133891,894854,474139,420715,#VALUE!,0,0,271207,208863,62344,#VALUE!,#DIV/0!,#DIV/0!,77.01239275,22.98760725,59.77795558,11.34004653,8.635470323,2.812243047,26.06975484,40.22204442,#VALUE!,#DIV/0!,#DIV/0!,-8.06964963,-8.849294494,-1.825686298,0.482019774,3.8766724,6.798308392,Cultivators,Cultivators,Other Services including Arts and Entertainment
Firozpur,43,District - Firozpur ,0,2029074,1071637,957437,671627,528098,143529,550835,481693,69142,82.01501726,91.2128052,48.17284312,87.44778382,12.55221618,52.70489348,7.978069658,9.949258852,6.106002705,33.21103416,47.29510652,1746107,926224,819883,#VALUE!,0,0,478315,405612,72703,#VALUE!,#DIV/0!,#DIV/0!,84.80018398,15.19981602,57.74709135,8.727721272,10.18324744,3.554770392,29.97041698,42.25290865,#VALUE!,#DIV/0!,#DIV/0!,-2.64759984,-5.042197872,-0.749651614,-0.233988589,2.551232313,3.240617173,Cultivators,Cultivators,Agricultural Labourers
