stcode11,ac_no,st_name,ac_name,pc_name,Households,Population,Males,Females,SCPopulation,MaleSCPopulation,FemaleSCPopulation,STPopulation,MaleSTPopulation,FemaleSTPopulation,Literates,MaleLiterates,FemaleLiterates,Illiterates,MaleLiterates,FemaleIlliterates,TotalWorkers,FulltimeWorkers,MaleFulltimeWorkers,FemaleFulltimeWorkers,ParttimeWorkers,AgriculturalWorkers,DilapidatedHouses,HouseholdswithAccesstoTap,HouseholdswithElectricLighting,HouseholdswithKerosene,HouseholdswithIndoorToilets,HouseholdswithFirewood,HouseholdswithLPG,HouseholdswithTV,HouseholdswithMobile,Householdswith2wheelers,Householdswith4wheelers
8,194,RAJASTHAN,Kishanganj,Jhalawar-Baran,62938,320255,165409,154846,43880,22912,20968,106252,54246,52006,166173,104666,61507,154082,60743,93339,143676,88611,63223,25388,55065,105258,2806,8655,29654,31445,7681,49951,4505,16735,30613,10866,973
8,195,RAJASTHAN,Baran-Atru,Jhalawar-Baran,37869,196269,101825,94443,45818,23782,22036,34282,17887,16395,118789,73884,44905,77479,27940,49538,90958,57048,42579,14468,33910,68085,973,5033,28305,8881,5538,18216,4106,16183,25286,11389,1003
8,196,RAJASTHAN,Chhabra,Jhalawar-Baran,64362,318111,165215,152896,48330,25041,23289,72499,37909,34590,165783,106670,59113,152328,58545,93783,154692,106602,72264,34338,48090,129296,1654,8425,42702,21092,8292,47195,6028,18513,35174,13544,1078
8,197,RAJASTHAN,Dag,Jhalawar-Baran,65379,331433,169439,161993,77164,39743,37421,6067,3180,2887,167367,106212,61154,164065,63227,100838,151967,108845,85110,23734,43122,117979,1751,12581,52913,11920,9756,53829,7229,22706,34255,11437,872
8,198,RAJASTHAN,Jhalrapatan,Jhalawar-Baran,77782,391155,201472,189683,68321,35401,32920,35888,18599,17289,231396,141871,89525,159759,59601,100158,179637,130285,95783,34502,49352,122208,2592,26841,63573,12996,22125,50771,20183,35620,46895,20052,2269
8,199,RAJASTHAN,Khanpur,Jhalawar-Baran,57175,289733,149480,140253,48211,25074,23137,48621,25254,23367,164319,103891,60428,125414,45589,79825,149297,96627,67428,29199,52670,121605,2530,14477,45650,10848,8193,42649,6238,21138,33144,13451,1282
8,2,RAJASTHAN,Ganganagar,Ganganagar,24286,121873,65303,56570,34680,18346,16333,1136,590,545,79441,47172,32269,42432,18131,24300,49778,42143,34016,8127,7635,19772,951,19580,21200,2524,21892,4476,9120,15014,15418,7939,1905
8,20,RAJASTHAN,Taranagar,Churu,53559,299159,155555,143604,68836,36130,32706,1288,669,619,167912,102691,65221,131247,52864,78383,145702,98757,66061,32696,46945,123899,3258,42198,32029,20823,34590,48195,4151,14557,36289,2423,1522
8,200,RAJASTHAN,Manohar Thana,Jhalawar-Baran,68324,328052,168586,159466,39549,20427,19122,84270,43381,40889,144133,93834,50299,183919,74752,109167,167297,113329,72527,40802,53968,144821,3288,9158,49307,18122,6304,57723,4850,14329,32012,9256,866
8,21,RAJASTHAN,Sardarshahar,Churu,64830,390329,202338,187991,76605,39897,36708,2413,1309,1104,211850,129826,82024,178479,72512,105967,171632,127769,88726,39043,43863,127143,4205,42291,37001,26795,33336,50556,12090,20555,43647,3961,1493
8,22,RAJASTHAN,Churu,Churu,53095,306604,156223,150381,55651,28648,27003,2038,1084,954,183755,109038,74717,122849,47185,75664,121053,85927,65982,19945,35126,73783,1775,29891,44528,8006,38886,33447,18641,27559,35662,6686,1552
8,23,RAJASTHAN,Ratangarh,Churu,45916,272403,138913,133490,70179,36303,33876,1229,630,599,144199,87651,56548,128204,51262,76942,128662,79765,55078,24687,48897,101542,2095,15888,30600,14581,23318,39072,5867,15089,31516,2111,1043
8,24,RAJASTHAN,Sujangarh,Churu,59491,373791,192581,181210,96207,50123,46084,450,232,217,197593,120793,76799,176198,71787,104410,157676,107916,80207,27709,49759,109118,2443,28790,36613,22197,28260,42057,14044,22051,45096,5401,2217
8,25,RAJASTHAN,Pilani,Jhunjhunu,56928,312691,161241,151450,63900,32929,30971,4148,2122,2025,208020,122213,85806,104671,39027,65643,142139,91394,68764,22629,50744,91288,1246,22478,45836,10606,35790,27651,25656,33405,37292,11770,3117
8,26,RAJASTHAN,Surajgarh,Jhunjhunu,56745,300799,156132,144667,60294,31511,28783,1670,856,813,197905,118715,79190,102893,37416,65477,132481,87356,61585,25770,45124,101374,1050,8121,41478,14898,21282,33240,13546,26428,40023,9806,2184
8,27,RAJASTHAN,Jhunjhunu,Jhunjhunu,54750,307912,157658,150254,50259,25983,24276,5923,3040,2883,198471,117264,81207,109441,40394,69047,117762,83305,64816,18489,34457,64127,1116,30818,46256,7957,39768,25561,26965,30965,34408,10668,2766
8,28,RAJASTHAN,Mandawa,Jhunjhunu,48536,269696,133921,135775,51396,26036,25359,6193,3153,3040,169769,98674,71094,99927,35246,64681,114026,77419,52931,24488,36606,82042,1309,19778,39948,8259,33601,26500,21149,24349,34796,4954,1927
8,29,RAJASTHAN,Nawalgarh,Jhunjhunu,50583,292465,149088,143376,45270,23180,22090,6404,3279,3124,187662,111530,76132,104802,37558,67243,118074,81167,61611,19555,36907,69234,1088,18299,42055,8223,34370,29397,20253,27598,34985,6927,1959
8,3,RAJASTHAN,Karanpur,Ganganagar,55265,277672,145818,131854,116799,60901,55897,1379,707,671,168394,99329,69064,109278,46488,62789,135184,96684,74533,22151,38500,81769,1652,42634,45723,8351,47541,13704,11899,28131,34586,13273,4251
8,30,RAJASTHAN,Udaipurwati,Jhunjhunu,51018,290169,148605,141564,37605,19271,18334,9330,4736,4594,179563,107854,71708,110606,40750,69855,119918,73883,58724,15158,46034,83896,1442,11584,35025,15482,20255,39546,9733,19770,35624,5553,1698
8,31,RAJASTHAN,Khetri,Jhunjhunu,44106,243496,127098,116398,34893,18147,16746,5725,2996,2729,152486,93331,59155,91010,33767,57243,97698,64205,49935,14270,33493,61217,940,8252,31707,12067,12497,29882,10047,18069,29192,7196,1490
8,32,RAJASTHAN,Fatehpur,Jhunjhunu,44054,265199,134015,131184,40984,20850,20134,989,511,478,165484,96368,69116,99715,37647,62068,99377,63490,49563,13927,35887,61646,1128,13332,37946,5809,33005,23338,19820,24018,32194,5322,1784
8,33,RAJASTHAN,Lachhmangarh,Sikar,53299,312638,157985,154653,56125,28696,27429,2807,1411,1396,192772,114417,78355,119866,43568,76298,127890,77177,58441,18736,50713,89371,1279,18590,41919,10569,32816,35681,16567,24962,39650,6753,2693
8,34,RAJASTHAN,Dhod,Sikar,53566,318641,162461,156179,58068,29768,28300,3818,1940,1878,193971,117338,76632,124669,45123,79546,129174,93017,68752,24265,36156,97379,1308,14574,37593,15431,29116,39882,12494,24822,42320,8736,3387
8,35,RAJASTHAN,Sikar,Sikar,62016,380617,196739,183878,47475,24639,22835,4668,2450,2217,243331,143376,99955,137286,53362,83923,132949,99583,82887,16695,33366,49930,1348,35036,52883,8448,47724,24037,36808,40677,46193,19513,4500
8,36,RAJASTHAN,Danta Ramgarh,Sikar,52567,323619,165732,157887,61143,31581,29562,10335,5359,4976,195201,118125,77076,128418,47607,80811,118748,88641,67875,20766,30107,71632,1467,13190,38147,13747,23295,41550,9234,26417,41985,8219,2784
8,37,RAJASTHAN,Khandela,Sikar,48469,299703,154890,144812,44591,23325,21265,14942,7655,7287,188280,114694,73585,111422,40195,71227,113495,78945,61099,17845,34550,65524,1272,9679,34720,13351,17151,37596,9421,22423,36538,8663,2380
8,38,RAJASTHAN,Neem Ka Thana,Sikar,56655,329960,172877,157083,47164,24828,22336,20632,10800,9832,204032,126064,77968,125927,46813,79114,122268,81466,66914,14551,40801,65908,906,10962,43241,12926,14368,38184,12399,23233,41022,9270,1918
8,39,RAJASTHAN,Srimadhopur,Sikar,47829,283733,147089,136643,38730,20256,18473,14517,7581,6936,170780,105486,65294,112952,41603,71349,108992,74829,56458,18370,34163,63235,1871,8814,32809,14649,13382,38701,7498,19282,36172,7724,2038
8,4,RAJASTHAN,Suratgarh,Ganganagar,57140,305555,163500,142054,99873,52472,47401,1559,827,732,170922,104309,66612,134633,59190,75442,157276,111832,84007,27825,45443,92407,1197,30618,36166,18193,42379,30946,6673,20045,40659,7734,2102
8,40,RAJASTHAN,Kotputli,Jaipur Rural,57223,340215,179442,160773,47477,25018,22459,24407,12950,11457,209559,129655,79904,130656,49787,80869,132629,101199,73190,28009,31430,82387,1926,9804,40782,15634,14403,20473,11460,23055,39243,13120,2371
8,41,RAJASTHAN,Viratnagar,Jaipur Rural,43067,260144,136635,123508,39717,20784,18932,16963,8965,7997,144115,92864,51251,116028,43771,72257,106365,79611,53424,26186,26754,70577,2175,8519,27809,14892,5963,33630,3957,13444,29351,6979,1459
8,42,RAJASTHAN,Shahpura,Jaipur Rural,36705,233399,122189,111209,31129,16277,14852,13083,6864,6218,137455,86898,50556,95943,35291,60652,97105,76833,50182,26650,20272,58832,1904,9801,27189,9181,8516,31111,4059,16081,26916,7873,1654
8,43,RAJASTHAN,Chomu,Sikar,42634,275414,143465,131948,34774,18220,16553,14814,7697,7116,171311,105422,65889,104103,38043,66059,113629,89834,60107,29726,23795,61133,1930,13703,35115,6989,17348,33605,8016,25382,31470,13016,2761
8,44,RAJASTHAN,Phulera,Jaipur Rural,50640,307765,159412,148353,61680,32188,29492,10097,5286,4811,187421,115201,72220,120344,44211,76133,121108,86889,66592,20297,34219,45647,1725,17519,38263,11519,20069,37852,11291,27469,37560,12533,2164
8,45,RAJASTHAN,Dudu,Ajmer,50369,303844,157096,146748,60066,31172,28894,11382,5905,5477,159109,101961,57148,144735,55135,89600,140454,104624,68622,36002,35830,93549,1326,8330,33185,16619,8797,42864,4925,20612,36733,15930,1862
8,46,RAJASTHAN,Jhotwara,Jaipur Rural,317417,1660098,871704,788394,224464,117860,106604,64377,34151,30226,1179772,670634,509137,480325,201069,279256,556778,507524,419205,88318,49254,64938,2790,117767,168957,8281,148606,45573,123594,142976,123447,100434,30446
8,47,RAJASTHAN,Amber,Jaipur Rural,82102,486698,254352,232346,70819,37056,33763,50400,26256,24143,307348,186047,121301,179350,68304,111045,178516,150950,111838,39111,27566,75679,2056,24817,60051,7917,31627,44460,21510,45850,50216,29279,6315
8,48,RAJASTHAN,Jamwa Ramgarh,Jaipur Rural,48930,296705,155047,141658,45964,24044,21920,90837,47452,43385,160824,105265,55559,135881,49782,86099,135855,89202,61386,27816,46653,85074,2343,6317,36527,11777,6214,41936,4573,21270,34898,14780,1599
8,49,RAJASTHAN,Hawa Mahal,Jaipur,18235,92715,48803,43911,12165,6393,5771,3485,1858,1626,67313,37896,29416,25401,10906,14495,29969,27920,23826,4093,2049,1046,102,6999,8968,168,8480,1120,7566,7694,6154,5472,1776
8,5,RAJASTHAN,Raisinghnagar,Ganganagar,61867,319599,167601,151997,146125,76021,70104,558,305,253,188853,112600,76253,130745,55001,75744,161429,114955,85437,29517,46473,109366,1227,31275,43744,16656,51270,26787,6968,25355,42345,11082,2678
8,50,RAJASTHAN,Vidhyadhar Nagar,Jaipur,40406,205311,108050,97260,26440,13898,12541,7768,4142,3626,149327,83996,65330,55984,24053,31930,66422,61968,52844,9124,4454,2016,222,15619,19745,356,18860,2324,16788,16983,13478,12033,3939
8,51,RAJASTHAN,Civil Lines,Jaipur,16426,83464,43925,39539,10748,5650,5098,3158,1683,1474,60705,34147,26558,22759,9778,12980,27002,25191,21482,3709,1810,819,90,6350,8027,145,7667,945,6825,6904,5479,4892,1601
8,52,RAJASTHAN,Kishan Pole,Jaipur,1918,9747,5130,4617,1255,659,595,368,196,172,7089,3987,3101,2658,1142,1515,3153,2942,2508,433,211,95,11,742,937,17,895,110,797,806,640,571,187
8,53,RAJASTHAN,Adarsh Nagar,Jaipur,16426,83464,43925,39539,10748,5650,5098,3158,1683,1474,60705,34147,26558,22759,9778,12980,27002,25191,21482,3709,1810,819,90,6350,8027,145,7667,945,6825,6904,5479,4892,1601
8,54,RAJASTHAN,Malviya Nagar,Jaipur,24220,123064,64766,58298,15848,8330,7517,4656,2482,2173,89507,50348,39159,33557,14417,19139,39813,37144,31675,5469,2669,1208,133,9362,11835,214,11305,1393,10063,10180,8079,7213,2361
8,55,RAJASTHAN,Sanganer,Jaipur,71581,363711,191413,172298,46838,24621,22217,13761,7337,6424,264534,148801,115733,99176,42611,56565,117667,109777,93614,16163,7890,3572,394,27670,34979,631,33410,4117,29741,30085,23876,21317,6978
8,56,RAJASTHAN,Bagru,Jaipur,739243,3797247,1996558,1800689,507181,266208,240973,157552,83682,73869,2737381,1544915,1192465,1059866,451642,608223,1239989,1148799,970234,178565,91190,70880,4804,281596,373810,10029,344302,61638,303250,319615,262251,228184,72415
8,57,RAJASTHAN,Bassi,Dausa,45409,287501,149535,137966,60107,31200,28907,89483,46504,42978,165543,105082,60460,121958,44452,77505,115395,94402,61946,32456,20992,65779,2087,9081,33540,11246,8961,35019,6235,20704,33468,16571,1944
8,58,RAJASTHAN,Chaksu,Dausa,46171,287231,149194,138037,62568,32486,30082,43122,22501,20621,155443,99263,56180,131788,49931,81857,129670,103086,66168,36918,26584,80692,1980,8148,31172,14344,7090,34940,4416,19190,34876,16548,1826
8,59,RAJASTHAN,Tijara,Alwar,64965,361822,193216,168605,45422,24095,21326,953,521,431,200044,127028,73015,161777,66187,95590,166120,115044,86369,28674,51076,81940,2327,11691,52160,11866,24655,12167,20070,26715,47029,19393,4795
8,6,RAJASTHAN,Anupgarh,Bikaner,62567,314139,165884,148255,136158,71312,64846,2327,1294,1033,179962,108764,71198,134177,57120,77057,150750,102416,79398,23018,48334,93088,1339,32334,36639,23997,52198,26377,8522,22337,43364,10032,2022
8,60,RAJASTHAN,Kishangarh Bas,Alwar,55512,322702,168581,154121,67837,35276,32561,1307,679,628,195819,119465,76354,126883,49116,77767,158716,96980,73278,23702,61736,114085,1604,9489,41882,13028,12502,13751,8079,23083,37720,15628,2447
8,61,RAJASTHAN,Mundawar,Alwar,51259,287215,150777,136438,52255,27275,24980,9810,5072,4738,188973,114622,74351,98242,36155,62087,138861,89922,63300,26622,48939,95313,1294,7369,39167,11609,13783,12910,6205,23497,37358,14380,2022
8,62,RAJASTHAN,Behror,Alwar,51489,285900,150386,135514,44001,23085,20916,5276,2810,2466,197371,117696,79675,88529,32690,55839,141529,98964,66322,32642,42565,93708,844,11150,42764,8406,21812,12133,10466,27735,37788,17123,2630
8,63,RAJASTHAN,Bansur,Jaipur Rural,56152,337270,177621,159649,47030,24765,22265,16124,8481,7643,187060,117905,69155,150210,59716,90494,165638,111141,74591,36550,54497,119747,2231,5934,35970,19694,7379,26188,4161,14606,37113,9366,2091
8,64,RAJASTHAN,Thanagazi,Dausa,51512,296636,156647,139989,53352,27992,25360,76835,40701,36134,152549,101061,51487,144087,55585,88501,137461,91694,62143,29551,45766,95295,2427,6022,35422,15247,4289,46015,3089,12251,29458,8808,1148
8,65,RAJASTHAN,Alwar Rural,Alwar,92985,525386,277486,247899,109480,57371,52109,26713,14121,12592,319920,197114,122806,205465,80372,125093,231156,175861,124698,51163,55294,130265,2661,32107,78685,12996,35183,35480,30235,48693,62925,35967,5549
8,66,RAJASTHAN,Alwar Urban,Alwar,22271,114463,60505,53957,19659,10265,9393,4830,2596,2233,86802,49420,37381,27661,11084,16576,36437,33217,28273,4944,3219,1332,334,15631,21580,492,19083,3578,17283,18430,14804,12435,2350
8,67,RAJASTHAN,Ramgarh,Alwar,65500,391749,205347,186402,68462,35973,32489,13044,6944,6100,212595,135390,77205,179153,69956,109197,177033,128655,86490,42165,48378,125567,2289,10322,50049,14348,12920,20472,10013,22979,44641,17898,3062
8,68,RAJASTHAN,Rajgarh Laxmangarh,Alwar,47555,281801,149091,132709,49327,26028,23299,85916,45675,40241,158919,102441,56477,122882,46650,76232,142112,95058,61662,33395,47054,110658,1660,6674,35438,11651,5362,29135,2804,13786,31704,11749,1349
8,69,RAJASTHAN,Kathumar,Bharatpur,49547,297099,158174,138925,68487,36323,32164,33505,17937,15568,174370,111650,62720,122729,46524,76205,141189,89702,67669,22033,51487,110659,2021,2216,35185,13458,6184,10991,3957,16577,32113,10799,1832
8,7,RAJASTHAN,Sangaria,Ganganagar,57592,303576,159035,144541,97901,51050,46851,1007,561,446,168873,102038,66835,134703,56997,77706,150117,112392,81886,30506,37725,97641,1771,36386,45779,10878,49584,17309,6799,27244,38056,13171,3927
8,70,RAJASTHAN,Kaman,Bharatpur,61210,391579,205223,186356,34649,18338,16311,2038,1103,935,179930,120439,59491,211649,84784,126865,166347,109290,77231,32059,57057,127145,3130,9221,37473,23095,8280,17238,4732,12985,42515,13885,1368
8,71,RAJASTHAN,Nagar,Bharatpur,50897,319789,169711,150078,54053,28910,25143,4384,2329,2055,168918,110800,58117,150871,58911,91960,146095,94485,66577,27907,51609,108534,1988,2756,31268,19151,5920,12292,3540,15621,35622,11566,928
8,72,RAJASTHAN,Deeg-Kumher,Bharatpur,50079,295876,156798,139077,65018,34505,30512,4016,2109,1906,186339,116387,69952,109536,40410,69125,121972,71575,56787,14788,50397,81511,1922,4351,37048,12427,9347,17579,5820,23393,32676,12459,944
8,73,RAJASTHAN,Bharatpur,Bharatpur,54932,312836,166081,146754,74957,39626,35331,2498,1350,1148,212075,126066,86009,100760,40015,60744,100616,78417,66933,11484,22198,32028,1367,29394,47350,6782,31618,16245,26165,36279,34489,20975,2962
8,74,RAJASTHAN,Nadbai,Bharatpur,74537,439803,234821,204982,118040,62783,55256,9899,5297,4601,276760,174706,102053,163043,60114,102929,192617,122532,95324,27207,70085,137526,3223,12691,53582,20100,13373,19322,9438,31251,47928,18692,1539
8,75,RAJASTHAN,Weir,Bharatpur,59903,351788,188044,163744,98600,52417,46183,26035,13706,12329,204910,132327,72583,146878,55717,91161,157959,98821,73020,25801,59138,123144,2858,9117,35577,23390,7454,19301,3439,16745,38250,9580,1390
8,76,RAJASTHAN,Bayana,Bharatpur,58749,345236,186528,158708,94976,50571,44405,7117,3796,3321,202028,130879,71149,143208,55649,87559,144087,92673,74463,18210,51414,97892,2838,8153,37778,20359,9114,22348,7509,20061,37375,10029,1069
8,77,RAJASTHAN,Baseri,Karauli-Dholpur,36297,213807,116196,97611,47641,25676,21965,34774,18824,15950,119633,77715,41918,94174,38481,55693,103684,54808,45663,9145,48876,69389,2009,2084,15648,19925,3249,17331,2624,6613,20068,4103,471
8,78,RAJASTHAN,Bari,Karauli-Dholpur,47124,282718,153547,129171,63244,34079,29165,7881,4258,3623,157803,101084,56719,124915,52463,72452,128608,74272,62849,11423,54336,73785,2501,8832,22215,24420,8020,14312,6000,11666,25530,6589,926
8,79,RAJASTHAN,Dholpur,Karauli-Dholpur,44208,260146,140224,119922,54917,29362,25555,725,422,303,158440,97507,60933,101706,42717,58989,91773,62823,54000,8823,28950,34659,2454,15144,27990,15468,17419,13191,13123,19150,24493,10563,1419
8,8,RAJASTHAN,Hanumangarh,Ganganagar,78031,405795,213475,192320,112806,59016,53789,3022,1600,1421,241740,143712,98027,164054,69762,94292,175858,132135,106165,25969,43723,82149,2504,59313,64913,11982,69736,25524,22292,40578,50019,19085,4866
8,80,RAJASTHAN,Rajakhera,Karauli-Dholpur,39252,232197,125871,106326,47563,25424,22139,149,85,64,129478,82687,46791,102719,43184,59535,96708,67352,52414,14938,29356,57731,2474,5803,14276,24626,4394,11282,3000,8971,20851,6181,535
8,81,RAJASTHAN,Todabhim,Karauli-Dholpur,67405,378267,201778,176489,81609,43033,38576,116226,62516,53710,214787,141828,72959,163480,59950,103530,172807,119317,77116,42201,53490,134206,2789,7925,42100,24566,8428,33941,4114,12800,45721,11275,1099
8,82,RAJASTHAN,Hindaun,Karauli-Dholpur,57935,331456,177691,153765,99619,53112,46506,27085,14655,12430,196677,127482,69194,134779,50208,84570,132851,99269,72045,27223,33582,82257,2092,11499,38324,18943,16446,21760,12179,18612,35438,10580,1090
8,83,RAJASTHAN,Karauli,Karauli-Dholpur,70610,393119,211786,181332,92344,49476,42868,62273,33946,28326,211494,140005,71489,181624,71781,109843,161846,109377,83016,26361,52468,107029,3191,10496,30230,38980,12144,42125,9216,12707,39215,8028,950
8,84,RAJASTHAN,Sapotra,Karauli-Dholpur,66206,352414,190323,162091,84589,45447,39142,118938,64731,54207,184790,122416,62374,167624,67907,99717,157744,110092,77272,32820,47652,118718,5499,9081,24671,37461,8721,33848,5206,8610,37329,6458,944
8,85,RAJASTHAN,Bandikui,Dausa,56150,306004,160530,145474,60238,31613,28625,50503,26630,23873,182237,115230,67007,123767,45300,78467,128928,93040,64094,28946,35888,81479,2024,9310,41177,14520,12274,38747,8827,19056,33716,14045,1089
8,86,RAJASTHAN,Mahuwa,Dausa,49096,277708,147201,130507,61462,32409,29052,67282,35784,31497,160283,103553,56730,117424,43647,73776,113949,79994,57708,22286,33954,82321,1985,7415,37678,10939,8664,21367,5481,14374,33865,10127,1062
8,87,RAJASTHAN,Sikrai,Dausa,62889,333944,175013,158931,77992,40770,37221,81018,42929,38088,183001,117971,65029,150943,57041,93901,142763,109175,68456,40719,33587,103435,3166,4550,39290,22884,6457,43165,3559,12880,40321,11123,1110
8,88,RAJASTHAN,Dausa,Dausa,54579,313570,164161,149408,71034,37157,33877,77722,40692,37030,186758,117040,69718,126811,47121,79690,125556,94909,65146,29762,30647,71517,1923,12021,41252,12766,16043,34392,13776,22176,37180,16306,1999
8,89,RAJASTHAN,Lalsot,Dausa,58884,340350,177732,162618,70745,36713,34032,123856,65008,58848,190816,120622,70194,149534,57110,92424,145841,109597,69998,39599,36244,106537,4539,5956,30339,27774,7420,33169,4480,12835,39222,9521,1334
8,9,RAJASTHAN,Pilibanga,Ganganagar,77345,407668,213830,193837,128231,66759,61471,4622,2471,2151,236936,142151,94785,170731,71679,99052,181370,138357,105364,32993,43012,108659,1685,48268,57932,17701,65842,27325,14583,35035,54001,14657,3735
8,90,RAJASTHAN,Gangapur,Tonk-Sawai Madhopur,65787,361145,191437,169708,74144,39105,35039,55261,30045,25216,219574,139293,80281,141571,52144,89427,139929,96359,74507,21852,43570,73809,3616,15126,45138,20030,23566,20300,17495,23152,41479,12111,1255
8,91,RAJASTHAN,Bamanwas,Tonk-Sawai Madhopur,58785,311168,164812,146356,65771,34591,31180,90596,48637,41959,164055,110439,53616,147113,54373,92740,146382,107193,68228,38965,39189,118985,2755,3401,24567,33386,4822,24130,2689,7361,36535,6880,734
8,92,RAJASTHAN,Sawai Madhopur,Tonk-Sawai Madhopur,56015,297013,155275,141737,45619,23713,21906,74252,39327,34925,166333,108950,57382,130679,46325,84354,122611,84653,61417,23236,37957,80297,1728,13184,35631,19669,14145,20267,12226,16607,37341,11683,1558
8,93,RAJASTHAN,Khandar,Tonk-Sawai Madhopur,77847,384991,201865,183126,97080,50829,46250,66990,35336,31653,204347,134754,69593,180644,67110,113533,176179,135776,88646,47129,40403,129788,2432,15400,40200,36191,12869,40632,10274,18206,45888,13378,1156
8,94,RAJASTHAN,Malpura,Tonk-Sawai Madhopur,54914,293442,150324,143118,60488,30959,29528,12201,6296,5905,151097,96760,54336,142345,53563,88782,136306,100843,65462,35380,35463,96965,812,6934,28802,25447,7893,46851,5777,15592,36999,14032,1243
8,95,RAJASTHAN,Niwai,Tonk-Sawai Madhopur,62414,347988,176344,171644,76565,39482,37083,47343,24504,22839,186036,116472,69564,161952,59872,102080,156308,123877,77916,45961,32431,109832,1348,8503,34237,27658,9306,40518,6491,17282,41885,14836,1547
8,96,RAJASTHAN,Tonk,Tonk-Sawai Madhopur,67336,365443,187524,177918,69322,35672,33650,24165,12651,11513,200166,124380,75786,165276,63144,102131,153612,122597,81875,40722,31014,78235,1233,24203,48516,17549,23374,47290,13667,28569,40733,19064,1777
8,97,RAJASTHAN,Deoli - Uniara,Tonk-Sawai Madhopur,69663,348646,179759,168886,69832,36012,33819,79544,41426,38118,177764,117977,59787,170882,61782,109099,170542,124332,77858,46473,46210,130536,1713,9415,40209,28673,8187,49425,5468,19387,44780,17306,1442
8,98,RAJASTHAN,Kishangarh,Ajmer,68774,383105,197220,185885,71812,36753,35059,6445,3319,3126,214984,131375,83609,168121,65845,102276,155289,125486,92861,32625,29803,67605,1664,27576,56383,11814,29089,41763,24195,34361,46797,23937,3598
8,99,RAJASTHAN,Pushkar,Ajmer,86887,457665,235770,221894,86198,44189,42008,4080,2112,1967,280282,167022,113259,177383,68748,108634,169150,135032,105663,29368,34118,47450,2315,42503,77713,8198,44316,46778,36591,53623,58366,37272,5388
