stcode11,ac_no,st_name,ac_name,pc_name,Households,Population,Males,Females,SCPopulation,MaleSCPopulation,FemaleSCPopulation,STPopulation,MaleSTPopulation,FemaleSTPopulation,Literates,MaleLiterates,FemaleLiterates,Illiterates,MaleLiterates,FemaleIlliterates,TotalWorkers,FulltimeWorkers,MaleFulltimeWorkers,FemaleFulltimeWorkers,ParttimeWorkers,AgriculturalWorkers,DilapidatedHouses,HouseholdswithAccesstoTap,HouseholdswithElectricLighting,HouseholdswithKerosene,HouseholdswithIndoorToilets,HouseholdswithFirewood,HouseholdswithLPG,HouseholdswithTV,HouseholdswithMobile,Householdswith2wheelers,Householdswith4wheelers
8,133,RAJASTHAN,Pokaran,Jodhpur,45003,268827,143416,125411,38452,20296,18156,16090,8525,7565,121412,82843,38569,147415,60573,86842,118821,68280,51124,17156,50541,84271,1629,3933,15366,25337,10565,38387,3844,6202,31079,4086,2016
8,134,RAJASTHAN,Sheo,Barmer,58306,336086,178868,157218,62799,32918,29881,18800,9911,8889,143056,97980,45076,193030,80888,112142,154364,88683,63587,25096,65681,129589,2074,5794,14172,38696,5801,55060,1137,3649,34829,2365,2084
8,135,RAJASTHAN,Barmer,Barmer,59816,336995,179299,157696,51172,26705,24467,14564,7729,6835,181721,116970,64751,155274,62329,92945,142059,91941,73222,18719,50118,74139,2061,19437,27983,25517,23325,37943,16363,17981,40125,12557,6011
8,136,RAJASTHAN,Baytoo,Barmer,48403,269335,141270,128065,40220,21054,19166,12659,6680,5979,121669,79865,41804,147666,61405,86261,133951,67364,45608,21756,66587,101972,2443,3371,8342,34680,3321,45201,1068,2157,29381,2234,2305
8,137,RAJASTHAN,Pachpadra,Barmer,54101,313554,162742,150812,45424,23667,21757,30381,15859,14522,163959,104061,59898,149595,58681,90914,128805,80700,63077,17623,48105,72196,3609,15474,30444,20148,16325,37550,12838,14561,34637,11641,4108
8,138,RAJASTHAN,Siwana,Barmer,57867,336831,176068,160763,60581,31823,28758,28302,14848,13454,158890,105208,53682,177941,70860,107081,153511,102971,71971,31000,50540,109022,5087,15339,22937,30120,8373,46583,5482,8352,38020,5153,5301
8,139,RAJASTHAN,Gudha Malani,Barmer,58025,340658,178021,162637,52313,27351,24962,18284,9632,8652,155495,101323,54172,185163,76698,108465,161478,110782,72644,38138,50696,127961,2675,4094,9556,42031,4123,52432,1290,2529,39138,2470,3883
8,14,RAJASTHAN,Bikaner East,Bikaner,56308,315709,165782,149927,38540,20107,18432,1597,880,716,215928,124181,91746,99781,41600,58181,101242,90773,79602,11171,10468,4555,834,52170,53094,2278,52646,6040,41590,43566,37454,25336,4389
8,140,RAJASTHAN,Chohtan,Barmer,66485,390068,205015,185053,84313,44167,40146,34277,18089,16188,141148,96525,44623,248920,108490,140430,192125,122320,84256,38064,69805,165548,2339,3086,7576,52124,3256,63615,1295,2682,33800,1510,1103
8,141,RAJASTHAN,Ahore,Jalore,58463,297365,148560,148805,65730,33551,32179,36707,19072,17635,146658,91109,55549,150707,57451,93256,134719,87068,61378,25690,47651,84446,2844,26191,43080,14278,14724,47338,10032,15552,40569,8707,2121
8,142,RAJASTHAN,Jalore,Jalore,62895,360851,184344,176507,78350,40785,37565,31971,16850,15121,161859,105886,55973,198992,78458,120534,168285,120959,83446,37513,47326,111801,4123,26578,37290,24019,15075,46350,13850,14917,44065,8095,2562
8,143,RAJASTHAN,Bhinmal,Jalore,66819,384286,196079,188207,60787,31402,29385,39015,20242,18773,167747,111734,56013,216539,84345,132194,180188,138526,90367,48159,41662,129084,5563,17969,32184,31530,10348,55843,8702,11352,47660,7808,2900
8,144,RAJASTHAN,Sanchore,Jalore,70115,401793,209604,192189,82855,43282,39573,19717,10344,9373,185808,123451,62357,215985,86153,129832,210762,161327,99280,62047,49435,171898,6543,9564,22692,40087,5737,64634,3719,5438,45237,4708,2418
8,145,RAJASTHAN,Raniwara,Jalore,58910,334028,172037,161991,60103,31422,28681,48541,25319,23222,145219,96851,48368,188809,75186,113623,175821,131833,81064,50769,43988,132162,6365,8836,20627,34329,4350,52599,3004,5736,37053,4565,1981
8,146,RAJASTHAN,Sirohi,Jalore,65117,318939,162900,156039,69002,35799,33202,37715,19623,18092,162574,103253,59321,156365,59646,96718,122910,95488,74019,21468,27422,54723,3005,29184,52682,11885,21847,44521,17811,24862,42182,17376,2415
8,147,RAJASTHAN,Pindwara - Abu,Jalore,62891,326457,169057,157400,35182,18334,16848,146092,73870,72222,144161,94633,49528,182296,74424,107872,131371,86883,71079,15804,44488,61172,3987,16908,36344,25819,16752,45125,15236,20209,29244,9921,2053
8,148,RAJASTHAN,Reodar,Jalore,68403,362789,187720,175069,90635,47081,43554,101442,51806,49636,156831,103469,53362,205958,84251,121707,153821,121448,87521,33927,32373,98464,4485,14295,41374,26041,14802,50561,13504,18914,36956,10754,1810
8,149,RAJASTHAN,Gogunda,Udaipur,53777,266800,136288,130512,17586,9091,8495,156821,79574,77247,104014,69231,34782,162786,67056,95729,136635,81212,55243,25968,55423,107636,1706,4092,19522,30815,4282,49666,2604,5728,19196,4654,750
8,15,RAJASTHAN,Kolayat,Bikaner,50914,316320,167051,149269,83066,43951,39115,607,324,283,148569,95368,53201,167751,71683,96068,133863,91355,68342,23013,42508,101052,2399,13765,20738,26138,12151,36492,3615,7806,35168,3043,1547
8,150,RAJASTHAN,Jhadol,Udaipur,77934,396954,200906,196048,7302,3773,3529,330127,166399,163728,131160,85354,45806,265794,115552,150242,196343,101715,68965,32750,94628,176323,3688,2403,14375,59904,4460,74134,1544,3522,15383,3319,609
8,151,RAJASTHAN,Kherwara,Udaipur,66920,346457,176484,169973,14171,7329,6842,261851,132911,128940,186605,116388,70217,159852,60096,99756,148652,48149,39363,8786,100503,94655,2335,3742,27871,38111,7811,60581,4975,8625,28215,6985,884
8,152,RAJASTHAN,Udaipur Rural,Udaipur,79358,386944,199501,187442,27636,14400,13235,134921,68649,66272,253458,146402,107056,133486,53099,80386,145117,113665,92400,21265,31452,38478,1158,36924,62994,15351,46959,32107,43358,49118,43548,42042,9790
8,153,RAJASTHAN,Udaipur,Udaipur,62875,299180,155127,144053,30444,15827,14617,20144,10530,9613,237259,129539,107719,61921,25587,36333,103287,97065,80009,17056,6221,2234,627,46336,61877,806,57484,6232,53278,55269,38692,45793,12019
8,154,RAJASTHAN,Mavli,Chittorgarh,65442,319399,162601,156798,32565,16603,15962,73340,37241,36099,170790,106731,64059,148609,55870,92739,142063,102718,78958,23760,39345,77916,2483,14989,52129,11928,11790,53800,9371,23077,37604,22476,2139
8,155,RAJASTHAN,Vallabh Nagar,Chittorgarh,60206,285262,145739,139523,24947,12715,12232,61175,31115,30060,151950,96252,55698,133312,49487,83825,131842,89109,66569,22540,42733,84704,2101,11255,45913,13537,9796,51244,7033,16467,33827,15398,1262
8,156,RAJASTHAN,Salumber,Udaipur,76118,368270,187340,180930,18295,9400,8895,200996,101913,99082,184528,116639,67888,183741,70700,113041,167284,84985,65889,19096,82298,111834,3378,11350,45745,28799,9003,66372,7658,14401,39145,11565,930
8,157,RAJASTHAN,Dhariawad,Udaipur,67009,328573,164967,163606,11485,5790,5695,264782,132713,132069,112115,73449,38666,216458,91518,124940,175333,91202,68519,22683,84131,130510,1434,2860,16811,48223,4529,62533,3070,5432,22134,6065,838
8,158,RAJASTHAN,Dungarpur,Banswara,59492,302103,151720,150383,7159,3676,3482,255354,127852,127502,144259,88431,55827,157844,63289,94555,141615,43985,32753,11231,97630,106352,3170,1119,23486,35459,3903,55897,2229,5203,19524,5209,633
8,159,RAJASTHAN,Aspur,Udaipur,76806,373643,188312,185330,16414,8384,8030,216033,107766,108266,197249,119953,77296,176393,68358,108034,167370,62571,52079,10492,104798,97460,3418,16747,46307,29875,15391,62195,11189,17398,36947,12544,1785
8,16,RAJASTHAN,Lunkaransar,Bikaner,57790,366100,191284,174815,78123,41092,37031,930,516,413,191517,117958,73559,174583,73326,101256,173378,125153,85839,39313,48225,118252,1740,32819,31378,24231,28937,37334,9532,16487,40849,5912,2237
8,160,RAJASTHAN,Sagwara,Banswara,67886,326885,161662,165222,17379,8711,8668,190111,93988,96123,171719,102245,69473,155165,59416,95748,148499,53508,43598,9910,94990,64273,3835,11415,44098,23286,14076,55042,10386,18321,29092,11063,1279
8,161,RAJASTHAN,Chorasi,Banswara,64355,319308,161502,157806,9497,4837,4660,269106,135649,133457,139362,86997,52365,179946,74505,105441,151991,47104,35207,11897,104887,122193,5320,2329,20139,43227,4252,58401,2269,4392,14393,4982,591
8,162,RAJASTHAN,Ghatol,Banswara,84859,393757,197865,195892,19628,9978,9650,322852,161937,160915,166380,105468,60912,227377,92397,134980,208944,125647,83163,42484,83297,184340,6127,4381,15772,67295,5569,76825,3587,6009,19203,7424,722
8,163,RAJASTHAN,Garhi,Banswara,66849,327528,165462,162065,22913,11524,11388,193476,97014,96461,178862,108616,70245,148665,56845,91820,162936,91666,65305,26361,71269,112474,4498,8762,38230,27986,11358,56603,8261,14026,25333,11607,1126
8,164,RAJASTHAN,Banswara,Banswara,78539,378506,191863,186642,14945,7658,7286,248366,124965,123401,195015,117803,77211,183491,74060,109430,183359,110637,78617,32019,72722,127179,3990,14899,35446,41416,21556,48337,17444,20985,24581,17451,2492
8,165,RAJASTHAN,Bagidora,Banswara,66409,332448,168378,164070,14575,7435,7140,279901,141490,138411,146703,91349,55354,185745,77029,108716,169597,105080,66419,38661,64517,149243,7084,3218,16336,49574,4620,56572,3388,5516,15253,6084,618
8,166,RAJASTHAN,Kushalgarh,Banswara,69289,349523,176139,173384,8741,4428,4313,314333,158112,156221,132023,83222,48801,217500,92917,124583,182793,112118,67377,44741,70675,165853,8594,2606,13277,53657,3703,53850,2536,3325,12811,3857,478
8,167,RAJASTHAN,Kapasan,Chittorgarh,71775,337143,168875,168268,64501,32252,32249,33087,16539,16548,160100,103971,56129,177043,64904,112139,184172,142982,87312,55670,41190,142943,2699,17256,57513,12854,8486,62232,6959,19425,46634,21051,1531
8,168,RAJASTHAN,Begun,Chittorgarh,81336,381700,195013,186686,60307,30882,29424,58520,29852,28668,198347,124596,73750,183353,70416,112936,193141,163347,100551,62795,29793,138927,3361,26765,64102,16011,16866,63184,15221,30494,45023,24739,3410
8,169,RAJASTHAN,Chittorgarh,Chittorgarh,64482,301030,153412,147618,48161,24566,23595,29392,14962,14429,179430,107708,71722,121599,45704,75895,142712,124927,80805,44122,17785,79186,1559,29776,57205,6651,23870,39770,21400,31892,38650,24540,3916
8,17,RAJASTHAN,Dungargarh,Bikaner,51064,356195,185771,170424,83637,43892,39745,715,385,330,170828,108527,62301,185367,77244,108123,156113,118398,79982,38416,37715,130370,3180,19577,26812,23041,20607,35343,6656,12322,37285,2493,1796
8,170,RAJASTHAN,Nimbahera,Chittorgarh,70724,339635,172598,167037,48761,24741,24020,71894,36518,35376,197222,121490,75732,142413,51108,91305,177311,143567,91658,51909,33744,131322,1765,18599,56471,13428,17356,50992,15002,30603,43321,24091,2063
8,171,RAJASTHAN,Bari Sadri,Chittorgarh,80766,379905,192335,187570,42819,21593,21226,122008,61700,60308,183385,118097,65288,196520,74238,122282,216855,163509,98585,64924,53346,181668,1979,10449,54934,24977,7539,71203,6564,19386,45918,19352,1182
8,172,RAJASTHAN,Pratapgarh,Chittorgarh,64064,314411,159108,155303,27073,13857,13216,157503,79151,78352,171901,104549,67352,142510,54559,87951,175236,128944,76545,52399,46292,149908,1478,10367,36233,27305,11093,49021,10706,20277,31752,14783,1283
8,173,RAJASTHAN,Bhim,Rajsamand,53038,251915,126350,125565,34607,17295,17312,7069,3589,3480,134088,84497,49591,117827,41853,75974,120932,69964,46978,22986,50968,79205,2331,6871,37221,14803,7530,47337,4672,12480,32424,7512,951
8,174,RAJASTHAN,Kumbhalgarh,Rajsamand,58166,268500,133045,135455,33641,16915,16726,56730,28567,28162,125853,78925,46928,142647,54120,88527,134310,84608,58391,26216,49702,84972,2064,7409,40916,16182,6646,51595,5269,12520,34852,10749,1201
8,175,RAJASTHAN,Rajsamand,Rajsamand,64839,319476,162189,157286,43419,22003,21415,38614,19577,19036,186667,113308,73358,132808,48880,83928,133550,102569,77531,25038,30980,58751,2042,25920,56532,7119,22294,45320,17356,31021,44423,26601,3231
8,176,RAJASTHAN,Nathdwara,Rajsamand,60508,285288,143920,141368,31773,16135,15638,62524,31492,31032,154129,95327,58802,131159,48593,82565,146629,95244,68459,26784,51385,82506,1855,21989,50811,8583,12538,49040,9300,22036,35992,16563,1688
8,177,RAJASTHAN,Asind,Bhilwara,74210,363755,183807,179948,57648,29257,28391,29066,14583,14483,185191,116409,68782,178564,67398,111166,179480,128815,82811,46004,50665,118882,2852,17449,57049,15606,12796,63114,9258,21730,47172,19792,2033
8,178,RAJASTHAN,Mandal,Bhilwara,71626,344905,171921,172983,59335,29350,29984,18067,8908,9159,170414,105481,64932,174490,66439,108051,165851,124022,81373,42649,41828,101101,2698,22086,57737,12378,13647,58432,10779,25091,47179,22915,2131
8,179,RAJASTHAN,Sahara,Bhilwara,61395,297242,147822,149420,50758,25184,25573,19184,9545,9639,147134,91797,55336,150108,56024,94083,152593,109708,69052,40655,42884,108282,2609,17357,48942,11308,8242,52829,6116,17505,38854,17638,1417
8,18,RAJASTHAN,Nokha,Bikaner,55189,362872,190060,172812,76529,40248,36281,343,166,177,180612,113712,66900,182260,76348,105912,156426,112695,80103,32592,43731,117524,3249,17037,24315,28598,18378,34361,7938,10870,37540,5016,1910
8,180,RAJASTHAN,Bhilwara,Bhilwara,67185,325682,169432,156250,43232,22206,21025,4151,2213,1937,232613,131706,100906,93069,37725,55343,114906,104474,86566,17907,10432,6004,684,51805,64546,1965,55054,13283,49745,53282,47021,38520,7773
8,181,RAJASTHAN,Shahpura,Bhilwara,65245,323616,163848,159768,64166,32571,31595,27193,13768,13425,155173,98683,56490,168443,65165,103278,157753,126003,79894,46109,31750,113997,1371,10741,46654,17669,8789,57068,6133,17831,34782,16352,1204
8,182,RAJASTHAN,Jahazpur,Bhilwara,63170,303545,155740,147805,54706,27904,26802,73846,38459,35386,154650,98851,55798,148894,56888,92006,151395,114769,71999,42770,36625,113483,1304,14239,40154,21937,9231,55476,6404,18378,34375,14352,1318
8,183,RAJASTHAN,Mandalgarh,Bhilwara,65815,311470,159025,152445,57855,29713,28142,37920,19393,18527,147112,94306,52806,164358,64719,99639,155171,125348,77593,47755,29823,108423,2869,14668,43125,21674,8139,56960,6242,18227,37751,16640,1705
8,184,RAJASTHAN,Hindoli,Bhilwara,65998,324663,168704,155959,56713,29242,27470,59685,31228,28457,155064,101853,53210,169599,66850,102749,170571,109314,74998,34315,61257,129855,1795,7486,33649,31402,7668,54362,5256,15704,36601,13694,1224
8,185,RAJASTHAN,Keshoraipatan,Kota,63244,315628,164069,151559,63865,33107,30758,68647,35970,32677,178052,112862,65190,137576,51207,86369,140640,91401,69884,21517,49239,98893,1735,15404,38222,23980,11879,41769,8578,22606,39878,15874,1405
8,186,RAJASTHAN,Bundi,Kota,75285,388109,201626,186482,73952,38538,35414,76342,39787,36554,210749,130279,80470,177359,71347,106011,175245,133996,96051,37945,41248,104411,2730,19943,58155,16017,21809,44552,19058,37226,45446,26216,3071
8,187,RAJASTHAN,Pipalda,Kota,61015,306291,158885,147406,72114,37373,34741,63708,33187,30521,179570,112177,67393,126721,46708,80013,140965,82683,65433,17250,58282,100036,1123,10623,42220,18363,8479,38138,4737,21907,38855,14298,1278
8,188,RAJASTHAN,Sangod,Kota,46727,246694,127469,119225,57337,29602,27735,31192,16075,15117,151591,92636,58955,95103,34833,60270,110463,70728,54815,15913,39735,86121,1220,6645,38080,7982,7465,25773,4805,22242,30548,14262,1320
8,189,RAJASTHAN,Kota North,Kota,77364,369350,194833,174517,67747,35389,32357,18084,9783,8301,267745,152737,115008,101605,42096,59509,121465,108611,92180,16431,12854,6445,1491,60754,75044,1621,62842,14619,54392,59074,51784,38048,7675
8,19,RAJASTHAN,Sadulpur,Churu,58730,317215,165185,152029,71731,37558,34172,4446,2305,2141,194995,118241,76753,122220,46943,75276,151356,107211,72959,34252,44144,114232,2867,29659,40641,17433,31810,44293,11634,23796,38440,6294,1879
8,190,RAJASTHAN,Kota South,Kota,20719,98767,52120,46646,18024,9416,8607,4812,2604,2208,71846,40949,30897,26920,11170,15749,32365,29053,24684,4368,3312,1432,394,16451,20139,394,16990,3792,14711,15892,13882,10235,2072
8,191,RAJASTHAN,Ladpura,Kota,100320,490611,257365,233245,89609,46692,42916,30763,16337,14425,341686,197074,144611,148924,60291,88633,172449,148228,121587,26641,24221,30823,2369,66085,95106,4280,69109,26981,59538,72077,66287,45816,8435
8,192,RAJASTHAN,Ramganj Mandi,Kota,91665,446448,234054,212393,102539,53718,48821,40392,21170,19221,286392,171007,115384,160056,63046,97009,173932,140639,110068,30571,33292,50195,2274,57280,83969,6431,42386,43876,37427,56625,56224,31366,5349
8,193,RAJASTHAN,Anta,Jhalawar-Baran,51744,268457,139347,129110,54739,28565,26173,45000,23330,21669,162894,100976,61917,105563,38371,67192,119968,74414,57662,16752,45553,83266,960,6523,41681,9303,9847,18354,7310,23690,34392,15782,1717
