stcode11,ac_no,st_name,ac_name,pc_name,Households,Population,Males,Females,SCPopulation,MaleSCPopulation,FemaleSCPopulation,STPopulation,MaleSTPopulation,FemaleSTPopulation,Literates,MaleLiterates,FemaleLiterates,Illiterates,MaleLiterates,FemaleIlliterates,TotalWorkers,FulltimeWorkers,MaleFulltimeWorkers,FemaleFulltimeWorkers,ParttimeWorkers,AgriculturalWorkers,DilapidatedHouses,HouseholdswithAccesstoTap,HouseholdswithElectricLighting,HouseholdswithKerosene,HouseholdswithIndoorToilets,HouseholdswithFirewood,HouseholdswithLPG,HouseholdswithTV,HouseholdswithMobile,Householdswith2wheelers,Householdswith4wheelers
23,183,MADHYA PRADESH,Maheshwar,Khargone,56541,261296,132678,128618,50661,25743,24917,66231,33335,32895,151382,88313,63068,109914,44364,65549,131903,109501,66929,42572,22402,109322,3628,15990,51866,4283,13547,24383,7453,19500,21832,11529,905
23,184,MADHYA PRADESH,Kasrawad,Khargone,62781,311272,159049,152222,43655,22576,21079,76362,38519,37843,178258,104869,73389,133013,54180,78833,151168,134406,82326,52079,16761,126645,4274,19044,56561,5785,12686,24454,7092,20548,25890,11149,697
23,185,MADHYA PRADESH,Khargone,Khargone,61946,309233,158631,150602,35166,17935,17231,43411,21917,21494,196224,112901,83323,113009,45730,67279,131517,116064,79617,36447,15453,81491,3287,28003,55349,6136,26880,17888,19343,28877,28511,17020,1588
23,186,MADHYA PRADESH,Bhagwanpura,Khargone,61463,337131,169994,167137,16707,8483,8224,249544,125213,124331,138577,80121,58456,198554,89873,108681,163385,128417,75110,53307,34968,150904,3177,7007,46821,14151,4999,29340,2553,9124,12665,6130,321
23,187,MADHYA PRADESH,Sendhawa,Khargone,62198,385596,194378,191218,15585,7879,7706,298660,149683,148977,127771,72663,55108,257825,121715,136110,173924,141364,86944,54420,32560,146528,2298,8621,40846,20001,10019,43262,8311,10550,15003,6788,841
23,188,MADHYA PRADESH,Rajpur,Khargone,70621,366710,185875,180835,34400,17385,17015,201861,101467,100394,181873,106004,75869,184837,79871,104966,179786,154305,93830,60475,25481,152733,4865,18111,59400,10706,16822,31754,8139,18108,23049,11054,869
23,189,MADHYA PRADESH,Pansemal,Khargone,58646,341793,171373,170419,20933,10569,10363,268555,133820,134735,131311,74196,57115,210481,97176,113304,166606,123977,74849,49128,42628,148321,2727,7258,45475,12812,5979,36361,4364,7952,11581,5393,535
23,19,MADHYA PRADESH,Dabra,Gwalior,55767,293466,157586,135880,69613,37171,32441,13733,7111,6621,178494,109621,68873,114971,47964,67007,103967,78562,67877,10685,25404,61996,1496,4710,43927,11364,18949,22805,12319,25111,30955,11262,1334
23,190,MADHYA PRADESH,Badwani,Khargone,51322,291316,147353,143963,15427,7790,7637,199632,100476,99156,103685,57832,45853,187631,89521,98110,134336,105932,65605,40327,28404,109873,2223,11718,34257,16417,13014,33093,9184,11977,13201,7840,823
23,191,MADHYA PRADESH,Alirajpur,Ratlam,59054,356400,177516,178884,14718,7423,7295,312080,155068,157012,98238,56223,42015,258162,121293,136869,175645,124481,73807,50674,51164,155883,2749,4036,40379,16087,6700,50881,5092,6156,13036,4888,589
23,192,MADHYA PRADESH,Jobat,Ratlam,58596,335265,166394,168871,11509,5728,5781,301106,149118,151988,102211,59280,42931,233054,107114,125940,170463,124636,69912,54724,45827,154437,1797,1061,33575,24054,6779,52369,3949,5026,14730,4546,552
23,193,MADHYA PRADESH,Jhabua,Ratlam,64045,338338,169671,168667,6852,3462,3390,293436,146512,146924,112773,67385,45388,225565,102286,123279,164483,114449,66461,47988,50034,138051,3268,7013,36772,26650,9431,51264,7769,8992,20603,7392,1003
23,194,MADHYA PRADESH,Thandla,Ratlam,65715,358518,180784,177734,4530,2265,2265,322008,161857,160151,118941,72690,46251,239577,108094,131483,175766,121237,71802,49435,54529,154420,2794,4695,31553,33924,6970,43926,4862,6015,14090,5483,543
23,195,MADHYA PRADESH,Petlawad,Ratlam,70304,364104,182514,181590,6685,3368,3317,310433,154975,155458,129294,79732,49562,234810,102782,132028,194579,150632,81146,69486,43947,171164,3287,4586,53909,16119,8654,37264,4787,8139,20636,7120,684
23,196,MADHYA PRADESH,Sardarpur,Dhar,56895,288393,146455,141938,10678,5380,5298,176625,89303,87322,125462,77768,47694,162931,68687,94244,145179,95844,58626,37218,49335,129341,2174,9711,46713,9742,11403,33404,5956,13887,20971,10044,807
23,197,MADHYA PRADESH,Gandhwani,Dhar,58407,335497,167452,168045,5543,2772,2771,302615,150760,151855,114571,65948,48623,220926,101504,119422,160184,112559,64851,47708,47625,146025,3050,2699,36272,21619,5638,43547,3172,4880,12860,4917,478
23,198,MADHYA PRADESH,Kukshi,Dhar,60714,319532,160706,158826,16969,8579,8390,222287,111187,111100,142858,82373,60485,176674,78333,98341,159640,125221,76333,48888,34419,139671,2918,12045,51110,9396,11266,41309,6345,11925,17023,9311,829
23,199,MADHYA PRADESH,Manawar,Dhar,63137,320992,162246,158746,19929,10175,9754,205634,103345,102289,160553,94810,65743,160439,67436,93003,153081,124668,76261,48407,28413,133768,3384,11826,54296,8279,12685,30599,5586,14387,21334,11943,941
23,2,MADHYA PRADESH,Vijaypur,Morena,71357,327724,174476,153248,48014,26102,21912,102996,52865,50131,148097,95674,52423,179627,78802,100825,144862,101286,72599,28687,43576,125404,4614,1160,25317,43973,4814,61946,1997,6516,19876,4082,565
23,20,MADHYA PRADESH,Sewda,Bhind,50414,257205,138544,118661,64393,34633,29760,1609,859,750,154680,97692,56988,102525,40852,61673,102031,78481,65532,12949,23550,85439,1287,3369,31723,18365,10878,26655,3486,15849,27198,6659,1098
23,200,MADHYA PRADESH,Dharampuri,Dhar,54743,285681,145489,140192,18437,9327,9110,163171,82772,80399,142488,83856,58632,143193,61633,81560,127665,90007,60881,29126,37658,101434,2510,12884,47936,6457,18348,30761,9261,17153,20055,10222,1189
23,201,MADHYA PRADESH,Dhar,Dhar,68042,322905,170113,152791,36645,19030,17615,58044,29670,28373,212622,125369,87253,110282,44744,65537,133072,111214,84756,26458,21857,54380,2229,27550,64119,3339,44222,18256,36768,41696,45006,23038,2700
23,202,MADHYA PRADESH,Badnawar,Dhar,56041,280424,142336,138088,33861,17208,16653,90164,45375,44789,156783,94958,61825,123641,47378,76263,136505,111791,69748,42043,24714,117032,1953,7691,48634,6957,22342,27168,7985,20053,28473,16730,1239
23,203,MADHYA PRADESH,Depalpur,Indore,126761,646304,333876,312427,106730,54696,52034,30977,16188,14789,436214,249210,187004,210089,84666,125423,267397,228858,171927,56931,38539,113150,3957,42847,119553,6488,87820,25205,70945,87800,80271,55701,10897
23,204,MADHYA PRADESH,Indore-1,Indore,159352,781977,406738,375238,119683,61787,57895,22167,11683,10483,588464,320478,267986,193513,86260,107252,283978,265322,213380,51942,18655,7656,4062,82682,156834,1767,147310,13232,135321,135618,101383,82653,21266
23,209,MADHYA PRADESH,Dr. Ambedkarnagar-Mhow,Dhar,83237,427426,224135,203291,59443,30452,28990,92439,47464,44975,282253,162852,119401,145172,61283,83889,177064,151115,112105,39009,25949,85633,3249,33146,79300,3522,51171,32196,43741,52749,48058,30558,5067
23,21,MADHYA PRADESH,Bhander,Bhind,50196,241748,128666,113082,68224,36443,31781,4572,2366,2206,156636,96795,59841,85112,31871,53241,104884,74518,59820,14698,30366,88940,1201,4178,26504,23429,8315,25434,2503,15491,25050,7466,689
23,210,MADHYA PRADESH,Rau,Indore,164635,818149,424512,393636,137954,71053,66900,45975,23796,22178,591001,324735,266266,227148,99777,127370,306033,282120,220922,61197,23913,39046,5489,79260,160933,2850,141508,24393,126418,132615,103343,79956,19934
23,211,MADHYA PRADESH,Sanwer,Indore,119371,613022,316755,296267,123332,63269,60063,29753,15411,14341,417596,237129,180467,195426,79625,115800,239514,215146,164403,50742,24368,92734,3752,40186,113943,4709,83159,25829,68438,83860,73773,53775,11501
23,212,MADHYA PRADESH,Nagada-Khachrod,Ujjain,60021,303862,155053,148809,81808,41479,40329,9331,4837,4494,186777,111149,75628,117085,43904,73181,133752,104562,74154,30408,29190,87865,1408,20995,49438,10232,25447,32752,21529,29878,34462,15739,1187
23,213,MADHYA PRADESH,Mahidpur,Ujjain,54152,272167,139450,132717,79686,40789,38896,1990,1014,975,142839,89641,53198,129327,49809,79518,136288,94329,64615,29713,41959,117017,2137,4801,34403,19081,9236,45235,5749,13082,27849,7375,489
23,214,MADHYA PRADESH,Tarana,Ujjain,53117,255525,130917,124608,80764,41439,39325,6697,3385,3312,145867,90300,55567,109658,40617,69041,131259,77096,54217,22879,54163,113864,2579,3713,42835,9999,10326,44821,4125,13912,26054,7951,784
23,215,MADHYA PRADESH,Ghatiya,Ujjain,134033,681523,348656,332867,172650,88006,84644,10865,5583,5281,450311,258073,192238,231212,90582,140629,280304,226428,168830,57598,53876,133523,3449,57426,120349,12909,78334,54373,62269,78097,76029,45910,6440
23,216,MADHYA PRADESH,Ujjain Uttar,Ujjain,31037,156161,80282,75879,31794,16289,15505,2931,1498,1433,116751,63673,53078,39409,16608,22801,56208,50809,40236,10573,5399,2803,590,22999,30479,403,27189,4035,24458,25296,18933,13998,2359
23,217,MADHYA PRADESH,Ujjain Dakshin,Ujjain,14283,78661,39939,38722,26220,13304,12916,890,462,428,46751,28569,18182,31910,11370,20539,37280,28582,19620,8962,8697,32918,453,491,12642,1558,4123,7724,1643,5820,7940,4743,413
23,218,MADHYA PRADESH,Badnagar,Ujjain,45264,242146,123722,118424,51625,26303,25322,16085,8179,7906,153170,90478,62692,88976,33244,55732,124058,101227,64582,36645,22831,104716,1368,6270,40566,4483,15847,22996,8082,20871,28231,14526,895
23,219,MADHYA PRADESH,Ratlam Rural,Ratlam,59361,295732,150137,145594,37416,18964,18451,106703,53907,52796,164062,98768,65294,131669,51369,80300,155050,122063,74191,47872,32987,134156,1830,7357,47487,11322,16120,36290,7486,20843,26133,15420,900
23,22,MADHYA PRADESH,Datia,Bhind,39781,195620,103638,91982,46212,24588,21624,4611,2435,2176,127321,76051,51270,68299,27587,40712,73572,61104,48707,12397,12468,38234,1344,9934,30389,8875,15082,20281,11285,19800,22918,9050,799
23,220,MADHYA PRADESH,Ratlam City,Ratlam,51642,256390,130685,125705,27912,14200,13712,13841,7117,6723,196918,105945,90972,59472,24739,34732,86690,77504,63191,14312,9185,5023,543,35241,50368,980,45964,6272,40684,43902,33267,26043,3076
23,221,MADHYA PRADESH,Sailana,Ratlam,60940,290962,145883,145079,5657,2852,2805,256091,128295,127796,105851,63072,42779,185111,82811,102300,147078,69639,43238,26401,77439,135127,2860,2842,24153,35785,6309,44726,2957,4409,8665,3669,400
23,222,MADHYA PRADESH,Jaora,Mandsour,60428,296719,150942,145776,54978,27747,27230,28265,14406,13859,183974,109368,74606,112744,41574,71170,142971,102010,68485,33524,40961,112276,1412,13791,50919,9098,18580,44037,12136,24790,31791,14492,937
23,223,MADHYA PRADESH,Alot,Ujjain,64461,316047,160955,155091,72630,36836,35794,4766,2461,2305,175756,108274,67482,140291,52681,87609,159369,100103,71661,28442,59265,137887,1982,6262,44553,19439,12009,54650,6790,16246,29772,9661,630
23,224,MADHYA PRADESH,Mandsour,Mandsour,64311,313079,159392,153687,39160,19724,19436,12821,6513,6308,214313,123146,91167,98766,36246,62520,144824,119132,82956,36176,25692,85819,1322,25124,60060,3907,28798,32562,25350,37544,35506,22428,2388
23,225,MADHYA PRADESH,Malhargarh,Mandsour,74244,330896,167368,163528,72355,36343,36012,8069,4144,3925,213090,128985,84105,117806,38383,79423,178914,147799,88753,59046,31115,158059,1707,12011,63817,9871,13678,49727,7325,27016,38425,16988,1081
23,226,MADHYA PRADESH,Suwasra,Mandsour,82155,385102,196820,188282,81363,41757,39606,3888,2045,1843,228055,139633,88422,157047,57187,99860,195831,144455,98699,45756,51376,169617,1677,9350,65566,16043,14089,65683,8287,24262,40644,13283,1117
23,227,MADHYA PRADESH,Garoth,Mandsour,66082,311258,159235,152023,56146,28998,27148,8314,4321,3993,179104,111110,67994,132154,48125,84029,160129,123655,81705,41950,36474,134296,1574,11972,52588,13113,12768,50184,7637,22466,32228,10705,916
23,228,MADHYA PRADESH,Manasa,Mandsour,53150,241831,122637,119193,30093,15130,14962,18378,9497,8880,138046,84934,53111,103785,37703,66082,127867,107159,64461,42697,20708,106110,1158,9539,39927,12950,10254,40368,6206,17212,25093,10215,723
23,229,MADHYA PRADESH,Neemuch,Mandsour,78746,362765,186990,175775,55437,28143,27294,18640,9628,9012,241630,143068,98562,121134,43921,77212,172601,147410,98747,48663,25190,109844,1602,25316,69916,8289,29255,43980,24436,41755,40927,26620,3166
23,23,MADHYA PRADESH,Karera,Gwalior,77932,385163,207948,177215,87761,47233,40528,19996,10342,9654,208326,133810,74516,176837,74138,102699,172544,135764,98238,37526,36780,144152,2908,4578,32053,44454,7288,39862,4599,16579,35627,10351,1097
23,230,MADHYA PRADESH,Jawad,Mandsour,47849,221470,113025,108445,25631,13126,12505,34422,17612,16810,129157,79886,49271,92313,33139,59174,118213,103930,60555,43375,14283,95977,1519,8232,39241,8260,9068,38152,6117,17155,24256,12396,852
23,24,MADHYA PRADESH,Pohari,Gwalior,69705,331735,177429,154306,62526,33494,29032,59691,30837,28854,165730,109394,56336,166005,68035,97970,161011,125608,81289,44319,35403,143728,3636,1041,29360,39359,4308,59180,1978,7826,23921,6878,563
23,25,MADHYA PRADESH,Shivpuri,Guna,67712,339111,180056,159055,54447,28972,25475,37916,19433,18483,194515,117837,76678,144596,62219,82377,130935,101738,79515,22223,29197,69820,2422,12722,42027,24216,26083,41000,21200,28014,29791,16930,2260
23,26,MADHYA PRADESH,Pichhore,Guna,84914,397352,211013,186339,65521,34902,30619,53032,27230,25802,200179,128084,72095,197173,82929,114244,185155,136173,96924,39249,48982,156042,3515,1931,27014,57485,7204,74872,4867,13257,31112,10474,1075
23,27,MADHYA PRADESH,Kolaras,Guna,74167,335643,177206,158437,66962,35395,31567,60523,31029,29494,166162,106181,59981,169481,71025,98456,138774,102367,75585,26782,36407,119476,2393,1807,25608,47781,8347,49855,3839,10321,25766,6828,725
23,28,MADHYA PRADESH,Bamori,Guna,57812,298643,154738,143904,36450,18983,17467,98206,50321,47885,137613,85536,52077,161029,69202,91827,127848,85355,63886,21469,42492,117144,2547,2279,31337,26109,5073,47273,1688,13097,23621,9089,1254
23,29,MADHYA PRADESH,Guna,Guna,58780,301951,158689,143262,55799,29292,26506,16404,8506,7897,190292,112038,78253,111659,46650,65008,100310,81397,68617,12779,18913,38587,1340,19193,44308,13934,25672,29806,22024,31012,31191,15806,2028
23,3,MADHYA PRADESH,Sabalgarh,Morena,63912,314448,169551,144896,66925,36259,30665,5141,2659,2481,181224,117438,63786,133223,52113,81110,115958,88163,73255,14907,27794,92067,3152,3752,26268,36989,9736,36622,5312,12938,29592,5752,795
23,30,MADHYA PRADESH,Chachoura,Rajgarh,62041,312220,163563,148657,42677,22060,20617,39103,20183,18920,157393,98749,58644,154827,64814,90013,148697,92116,69329,22787,56581,126959,1857,7219,32751,28745,7136,48056,4307,16961,27414,8432,1157
23,31,MADHYA PRADESH,Raghogarh,Rajgarh,66088,330046,173092,156954,58840,30651,28189,37295,19296,17999,169305,104592,64713,160741,68500,92241,138363,94776,74306,20470,43587,107193,1667,11747,38358,26616,11384,52728,7267,21175,30284,11127,1651
23,32,MADHYA PRADESH,Ashok Nagar,Guna,57833,286984,150305,136679,69786,36426,33360,9032,4635,4397,163803,100204,63599,123181,50101,73080,100289,80986,69896,11090,19303,66552,882,6399,35246,21930,12630,25756,9809,19175,29236,10596,950
23,33,MADHYA PRADESH,Chanderi,Guna,56589,273327,143405,129922,51482,27142,24340,39774,20529,19245,150374,93066,57308,122953,50339,72614,104723,80977,62678,18299,23746,78468,1721,4502,28173,27986,8183,35526,3485,13108,21717,6551,781
23,34,MADHYA PRADESH,Mungaoli,Guna,57727,282379,148873,133506,53780,28269,25511,32900,17094,15806,153746,96321,57425,128633,52552,76081,109430,79101,66691,12410,30329,93468,1636,3174,22344,34945,6103,40129,3164,11377,25456,6812,635
23,35,MADHYA PRADESH,Bina,Sagar,55773,258096,136020,122076,63536,33323,30213,17332,8982,8349,171895,100999,70895,86201,35020,51180,96699,72408,59987,12420,24291,61027,1613,10792,41554,13664,15940,27527,9779,22582,28259,10821,1332
23,36,MADHYA PRADESH,Khurai,Sagar,61741,279567,147638,131929,67865,35801,32064,26512,13656,12856,175855,105146,70709,103712,42492,61220,117729,82028,64105,17923,35701,79428,1818,4330,36202,25233,9567,48425,5383,16420,23455,7176,840
23,37,MADHYA PRADESH,Surkhi,Sagar,61646,290693,154218,136475,60258,32120,28138,17754,9202,8552,181820,108311,73509,108873,45907,62966,128004,97541,72221,25320,30463,87018,2518,5056,44857,16302,8772,56895,1783,14248,21958,5933,975
23,38,MADHYA PRADESH,Deori,Damoh,68048,289791,152560,137231,39120,21008,18112,67587,34781,32806,176211,103944,72267,113580,48616,64964,138054,104801,74948,29853,33253,111616,3774,4327,49422,18238,13064,62563,3914,13135,20207,6026,856
23,39,MADHYA PRADESH,Rehli,Damoh,69926,312866,165283,147583,58801,31141,27660,30915,16006,14908,196172,117270,78902,116693,48012,68681,134141,105646,79171,26474,28495,86855,4311,7269,51986,17553,14826,62115,4217,18118,23172,6939,842
23,4,MADHYA PRADESH,Joura,Morena,60549,319468,173839,145629,60211,32928,27283,7868,4169,3699,181663,117681,63981,137805,56157,81647,107969,85748,74379,11369,22221,85571,3236,1745,16717,43294,9145,32230,4904,10586,27949,5797,753
23,40,MADHYA PRADESH,Naryoli,Sagar,74103,355807,187389,168417,84673,44956,39717,18978,9941,9037,251338,143928,107409,104468,43461,61007,142239,116095,86995,29099,26144,54422,3097,20733,62855,10749,25808,50896,16911,32386,29567,14102,2446
23,41,MADHYA PRADESH,Sagar,Sagar,46514,240927,127227,113700,51899,27624,24275,3086,1636,1450,188461,104788,83673,52465,22438,30026,90152,82664,63422,19242,7488,4576,1160,28390,43651,2509,33307,17272,25677,34048,27091,16585,3214
23,42,MADHYA PRADESH,Banda,Damoh,77884,340611,180577,160033,71958,38462,33496,38893,20112,18781,197238,120321,76916,143373,60256,83117,154878,115033,82000,33033,39844,95867,2954,4923,41499,36027,10180,70447,3241,13504,21367,5437,1098
23,43,MADHYA PRADESH,Tikamgarh,Tikamgarh,45337,223366,117356,106010,57043,30062,26981,11758,5951,5807,109617,67626,41991,113749,49730,64019,100457,71224,50933,20291,29233,83125,1550,676,21164,23724,2335,42041,1422,7782,18491,4535,444
23,44,MADHYA PRADESH,Jatara,Tikamgarh,57379,285994,150273,135721,79250,41673,37577,13223,6838,6385,144525,89351,55174,141469,60922,80547,132249,94384,66417,27967,37865,113779,1440,1156,25290,31785,4176,44206,2507,10103,24989,5925,655
23,45,MADHYA PRADESH,Prithvipur,Tikamgarh,61036,287835,151581,136254,70718,37251,33467,12617,6500,6117,145802,90591,55211,142033,60990,81043,137878,99078,69970,29108,38800,117981,2113,1211,23447,37264,3950,52223,2729,9719,24861,6150,689
23,46,MADHYA PRADESH,Niwari,Tikamgarh,47053,229705,121223,108482,59444,31401,28043,10751,5586,5165,128857,80314,48543,100848,40909,59939,100615,76419,56303,20116,24196,80722,1030,1914,20054,26703,4763,36437,3394,13244,22176,6251,721
23,47,MADHYA PRADESH,Khargapur,Tikamgarh,69900,335218,176433,158785,82558,43643,38915,17959,9213,8746,157646,97309,60337,177572,79124,98448,157094,107808,74272,33536,49286,130524,1833,1545,28191,41225,4460,65147,2122,10738,31201,6346,847
23,48,MADHYA PRADESH,Maharajpur,Tikamgarh,44580,241558,127384,114173,54581,28606,25975,1320,724,596,140544,84238,56305,101013,43145,57867,98774,75776,56559,19216,22998,65346,911,6741,25269,19027,11429,31198,7938,15892,24955,8454,1193
23,49,MADHYA PRADESH,Chandla,Khajuraho,66088,317043,170367,146675,87107,47003,40104,3251,1714,1536,168629,105403,63225,148413,64964,83449,144164,98254,71107,27147,45909,120140,1311,1713,10303,55444,5973,50773,1009,5292,24831,4376,548
23,5,MADHYA PRADESH,Sumawali,Morena,82877,461127,251477,209650,91701,49956,41744,1742,913,828,279427,176600,102827,181699,74876,106822,143393,116445,103250,13194,26948,81568,3352,12144,44647,37125,30029,31348,19675,30786,43295,14798,1772
23,50,MADHYA PRADESH,Rajnagar,Khajuraho,69349,345624,183176,162448,74722,39428,35293,11753,6086,5667,177412,108744,68668,168212,74431,93780,147560,115070,80023,35046,32490,111804,1354,1821,35313,33395,8074,59344,4935,14842,34529,9294,1034
23,51,MADHYA PRADESH,Chhatarpur,Tikamgarh,55189,290838,153744,137094,55735,29433,26302,3509,1830,1679,174481,101519,72962,116357,52225,64132,107762,87599,68158,19441,20163,51330,896,4567,39444,15329,22670,34621,18488,25249,31829,15439,2351
23,52,MADHYA PRADESH,Bijawar,Tikamgarh,52310,256291,135900,120391,57279,30279,27000,28946,14888,14058,121248,74256,46992,135043,61644,73399,114434,83542,59518,24024,30892,87757,1314,1268,27165,24854,4109,49561,1932,9638,21915,4685,543
23,53,MADHYA PRADESH,Malhara,Damoh,68419,306832,163300,143532,72658,38862,33796,24985,12941,12044,156807,95766,61041,150025,67534,82491,137753,92827,67263,25564,44926,105720,2874,1515,31934,35826,5240,62478,3315,10569,24710,5314,575
23,54,MADHYA PRADESH,Pathariya,Damoh,76952,318917,167819,151098,66223,34993,31229,24486,12577,11909,188945,113373,75571,129972,54445,75526,140954,93523,69632,23891,47430,101746,4096,3935,45052,31485,8151,64025,3245,15489,24421,6404,647
23,55,MADHYA PRADESH,Damoh,Damoh,69468,315757,165447,150310,63472,33417,30055,24840,12789,12050,206756,119248,87508,109001,46199,62802,128506,99536,76001,23534,28969,54682,2266,12629,52043,16979,21129,49136,14710,27782,27565,11699,1330
23,56,MADHYA PRADESH,Jabera,Damoh,78690,325973,169248,156725,51853,27270,24583,85232,43214,42018,180810,110012,70798,145163,59236,85927,160444,100656,70683,29973,59788,107472,3711,2961,42883,35581,5172,73947,2044,9122,17677,3910,510
23,57,MADHYA PRADESH,Hatta,Damoh,72484,303556,159349,144207,64905,34273,30632,32229,16470,15758,171131,103075,68056,132425,56273,76151,144700,96143,70581,25561,48556,100938,3682,3252,45848,26259,9124,59959,3572,13562,24892,6284,552
23,58,MADHYA PRADESH,Pawai,Khajuraho,93199,397347,207320,190027,79886,41691,38195,88631,45039,43592,208156,126493,81663,189191,80827,108364,174142,97773,74545,23228,76369,146152,2994,2731,28368,64356,5017,80354,2271,8722,28558,5347,523
23,59,MADHYA PRADESH,Gunnaor,Khajuraho,64287,292020,152803,139217,74274,38828,35446,30166,15578,14588,160638,95944,64694,131382,56859,74523,124725,79750,59917,19833,44975,99359,1765,2804,24041,39852,4991,42335,2948,8467,24244,5405,589
23,6,MADHYA PRADESH,Morena,Morena,44388,258492,142738,115754,58414,31679,26735,640,348,292,150372,97836,52536,108120,44901,63218,79080,63501,57783,5717,15579,43888,1460,6531,22321,21607,13127,21662,7442,15791,24694,8841,1123
23,60,MADHYA PRADESH,Panna,Khajuraho,66032,304456,161386,143070,49452,26558,22894,51235,26610,24625,170497,101808,68689,133959,59578,74381,124725,91170,64613,26557,33555,82264,1869,7345,21488,44194,12824,55682,7373,12695,22272,7082,986
23,61,MADHYA PRADESH,Chitrakoot,Satna,56803,266748,139826,126921,51810,26998,24812,53258,27462,25795,146336,88389,57947,120412,51437,68974,116096,70406,55366,15040,45689,87278,909,1755,24503,32016,6537,50264,2254,7045,20288,4440,587
23,62,MADHYA PRADESH,Raigaon,Satna,76021,353142,184433,168708,85113,44326,40787,29076,15049,14027,223133,129781,93351,130009,54652,75356,139128,99667,73939,25728,39461,91897,1744,6168,50187,25440,17470,55863,7211,18954,32459,9806,1366
23,63,MADHYA PRADESH,Satna,Satna,64795,328362,172690,155672,53022,27550,25471,16832,8643,8188,237385,134007,103378,90976,38682,52294,111457,93766,76034,17731,17690,21324,1449,17567,57153,7178,39464,26063,32786,40563,37638,23109,4041
23,64,MADHYA PRADESH,Nagod,Satna,42629,202099,104777,97322,35729,18458,17271,36660,18666,17994,119479,70276,49203,82620,34501,48119,83303,57904,41486,16418,25399,59748,646,1129,28176,14253,7123,35365,1769,7669,15263,3623,425
23,65,MADHYA PRADESH,Maihar,Satna,62157,287560,148535,139025,44799,22957,21842,56878,28865,28013,170990,100456,70534,116570,48079,68491,117392,77167,57010,20157,40225,69979,1481,7483,40631,21358,15626,52337,6775,15914,21748,6960,1054
23,66,MADHYA PRADESH,Amarpatan,Satna,79630,349840,178660,171179,50729,25772,24956,73029,36732,36296,200227,117881,82346,149612,60779,88833,156575,87559,59699,27859,69016,123550,2252,2495,40720,38461,39326,65747,3075,11425,25604,6119,823
23,67,MADHYA PRADESH,Rampur-Baghelan,Satna,86004,393803,203738,190065,69385,35763,33622,49432,25276,24155,245772,143278,102493,148031,60460,87571,167394,112488,78974,33514,54906,131927,1806,2110,49312,36400,17211,49755,3252,15730,34302,10449,1208
23,68,MADHYA PRADESH,Sirmour,Rewa,64532,286839,148706,138132,48656,25400,23255,52018,27215,24803,170783,101247,69535,116056,47459,68596,121718,73913,53543,20369,47805,91602,1603,2188,25138,39034,9309,49413,2224,10519,24098,5741,939
23,69,MADHYA PRADESH,Semariya,Rewa,58486,257186,133300,123886,44375,22787,21588,34799,18151,16648,160711,93742,66969,96475,39558,56917,106017,72147,51820,20327,33870,81690,909,1637,26728,31544,10141,27983,2534,11554,23620,7503,1316
23,7,MADHYA PRADESH,Dimani,Morena,61450,333483,180884,152598,74351,40229,34121,235,118,117,205992,128677,77315,127490,52207,75283,130725,92622,76323,16299,38103,88731,2849,1048,10756,50182,5554,24036,2549,9547,33054,7069,706
23,70,MADHYA PRADESH,Teonthar,Rewa,61127,274516,143105,131410,39335,20518,18816,52855,27569,25285,160427,95559,64867,114088,47545,66542,117933,81512,55881,25631,36420,96724,1534,2011,19789,41075,10409,46633,2258,9727,20723,5942,898
23,71,MADHYA PRADESH,Mauganj,Rewa,67774,303173,156168,147005,47374,24421,22953,58448,30019,28429,160343,96183,64160,142830,59985,82845,129235,83119,55933,27186,46116,99118,1004,2310,21309,45837,16720,43864,2421,7782,23975,5704,1107
23,72,MADHYA PRADESH,Deotalab,Rewa,68979,305826,157466,148360,56940,29181,27759,32481,16794,15686,179866,106418,73448,125960,51048,74911,134127,73761,53616,20145,60366,114009,1451,1251,29272,39331,12535,27959,1442,8689,27183,5895,839
23,73,MADHYA PRADESH,Mangawan,Rewa,75347,331834,171068,160765,64399,33122,31276,30062,15471,14591,200181,117657,82524,131652,53411,78241,150265,86572,58824,27747,63693,120320,1431,1972,32836,42050,14803,27440,2944,12405,30377,7779,1072
23,74,MADHYA PRADESH,Rewa,Rewa,56033,285285,149521,135764,33260,17280,15979,14708,7721,6986,211341,118752,92589,73943,30768,43174,96858,75370,59884,15485,21487,21744,1446,19342,49147,6438,36380,17795,28193,33794,32384,20775,4495
23,75,MADHYA PRADESH,Gurh,Rewa,81021,350267,181295,168971,54470,28166,26303,39373,20195,19177,216268,126762,89506,133998,54533,79465,149058,93445,65365,28079,55613,106897,2237,2574,45879,34648,16641,39738,4692,16015,27578,9001,1338
23,76,MADHYA PRADESH,Churhat,Sidhi,57153,268111,136438,131673,36270,18394,17876,52286,26721,25565,148824,86644,62180,119287,49794,69493,111394,71763,49394,22369,39631,88452,1077,1235,36065,20774,4058,49588,1911,7757,22915,4447,773
23,77,MADHYA PRADESH,Sidhi,Sidhi,74591,372355,191974,180381,47688,24419,23269,104896,53636,51260,204277,119737,84540,168078,72237,95841,139179,84163,63712,20451,55016,97326,1039,3558,33313,40606,10068,62821,6981,12340,25945,8050,1550
