file,date,person,Environment,Agriculture,Army,Economy,Development,Employment,Poverty,Terrorism,Corruption,Education,Health,Hinduism,Minorities,Religion
114_May_7_2005_New_Delhi.txt,5/7/2005,mms,0,11.9047619,11.9047619,0,23.80952381,0,0,0,35.71428571,0,0,11.9047619,23.8095238,11.9047619
115_May_8_2005_New_Delhi.txt,5/8/2005,mms,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116_May_10_2005_New_Delhi.txt,5/10/2005,mms,0,0,0,0,38.91050584,0,0,0,0,0,0,0,0,0
118_May_11_2005_New_Delhi.txt,5/11/2005,mms,0,0,0,0,14.7601476,0,0,0,14.7601476,0,0,0,0,0
119_May_12_2005_New_Delhi.txt,5/12/2005,mms,3.272251309,0,0,3.272251309,16.36125654,0,0,13.08900524,0,0,0,0,0,0
120_May_13_2005_New_Delhi.txt,5/13/2005,mms,0,0,0,0,0,0,0,15.47987616,0,0,0,0,0,15.47987616
121_May_13_2005_New_Delhi.txt,5/13/2005,mms,11.19820829,0,0,11.19820829,0,0,0,0,0,0,0,0,0,22.39641657
122_May_15_2005_New_Delhi.txt,5/15/2005,mms,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123_May_16_2005_New_Delhi.txt,5/16/2005,mms,12.28501229,8.19000819,0,8.19000819,28.66502867,28.66502867,0,4.095004095,0,8.19000819,4.095004095,0,20.47502048,0
124_May_17_2005_New_Delhi.txt,5/17/2005,mms,6.289308176,0,0,0,56.60377359,0,6.289308176,0,0,0,0,0,0,0
125_May_20_2005_New_Delhi.txt,5/20/2005,mms,6.770480704,0,0,0,11.28413451,22.56826902,11.28413451,2.256826901,0,4.513653803,15.79778831,0,2.256826901,0
126_May_22_2005_New_Delhi.txt,5/22/2005,mms,5.385029618,5.385029618,0,10.77005924,5.385029618,21.54011847,0,0,0,10.77005924,10.77005924,0,5.385029618,5.385029618
128_June_4_2005_Mumbai.txt,6/4/2005,mms,0,28.4414107,0,28.4414107,45.50625711,5.688282139,0,0,0,0,5.688282139,0,0,0
