CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,TotalWorkers2011,TotalWokersMale2011,TotalWorkersFemale2011,MainWorkers2011,MainWokersMale2011,MainWorkersFemale2011,PerMainWorkers2011,PerMainMale2011,PerMainFemale2011,PerMainWorkersMale2011,PerMainWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,TotalWorkers2001,TotalMaleWorkers2001,TotalFemaleWorkers2001,MainWorkersTotal2001,MainWorkersMale2001,MainWorkerFemale2001,PerMainWorkers2001,PerMainMale2001,PerMainFemale2001,PerMainWorkersMale2001,PerMainWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,PPChangeinMain,PPChangeinMainMale,PPChangeinMainFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices
Kupwara,1,District - Kupwara ,0,870354,474190,396164,293196,238834,54362,203788,171386,32402,69.50572313,71.75946473,59.60413524,84.10014329,15.89985671,41.16581938,3.176340118,3.216578012,4.471313326,51.18652718,58.83418062,650393,341303,309090,267176,179323,87853,192006,142287,49719,71.86498787,79.34676533,56.59340034,74.1054967,25.8945033,59.25804402,5.349832818,3.426455423,1.302042645,34.09008052,40.74195598,-2.359264739,-7.587300601,3.010734902,-9.994646583,-18.09222464,-2.1734927,-0.209877411,3.169270681,17.09644666
Badgam,2,District - Badgam ,0,753745,398041,355704,264844,184005,80839,191837,144346,47491,72.43396112,78.44678134,58.74763419,75.24408743,24.75591257,44.10619432,19.84653638,4.409472625,4.455866178,31.59140312,55.89380568,629309,326050,303259,265277,159996,105281,200296,137538,62758,75.50447268,85.96339908,59.60999611,68.66737229,31.33262771,45.24104326,27.01951112,4.021548109,2.621620002,25.11782562,54.75895674,-3.070511559,-7.516617748,-0.862361919,-6.576715139,-1.134848935,-7.172974741,0.387924516,1.834246176,6.4735775
Leh (Ladakh),3,District - Leh(Ladakh) ,0,133487,78971,54516,86673,60011,26662,71656,52823,18833,82.67395844,88.02219593,70.63611132,73.71748353,26.28251647,25.89315619,1.429049905,2.19939712,2.230099364,70.44769454,74.10684381,117232,64306,52926,68409,40558,27851,52178,33502,18676,76.27358973,82.60269244,67.05683817,64.20713711,35.79286289,45.2604546,5.013607267,3.166085323,3.995936985,45.73000115,54.7395454,6.400368709,5.41950349,3.579273145,-9.510346425,-19.36729841,-3.584557362,-0.966688204,-1.765837621,24.71769339
Kargil,4,District - Kargil ,0,140802,77785,63017,65137,47303,17834,45782,35108,10674,70.28570551,74.21939412,59.85196815,76.68516011,23.31483989,22.84959154,1.65348827,2.066314272,13.01384824,62.48307195,77.15040846,119307,64955,54352,65902,35970,29932,51634,31169,20465,78.34967072,86.65276619,68.37164239,60.3652632,39.6347368,49.51194949,2.289189294,2.105201999,6.259441453,41.93941976,50.48805051,-8.06396521,-12.43337208,-8.519674239,-16.31989691,-26.66235795,-0.635701023,-0.038887727,6.754406784,20.54365219
Punch,5,District - Punch ,0,476835,251899,224936,220013,151006,69007,144097,105009,39088,65.49476622,69.53962094,56.64352892,72.87382805,27.12617195,54.14200157,1.829323303,2.047232073,5.310311804,38.71836332,45.85799843,372613,194213,178400,247219,113111,134108,159501,86268,73233,64.51809934,76.26844427,54.60748054,54.08618128,45.91381872,80.14495207,3.129760942,1.82067824,1.95860841,14.76667858,19.85504793,0.976666881,-6.728823329,2.036048379,-18.78764677,-26.0029505,-1.300437639,0.226553833,3.351703394,23.95168475
Rajouri,6,District - Rajouri ,0,642415,345351,297064,383202,220988,162214,252426,162300,90126,65.87282947,73.44290188,55.55993934,64.29607093,35.70392907,63.81355328,2.413380555,2.07347896,3.256399895,30.51666627,36.18644672,483284,257336,225948,272789,137667,135122,188736,116039,72697,69.18754055,84.28962642,53.80100946,61.48217616,38.51782384,73.43697016,2.525750254,2.185592574,1.593760597,22.44351899,26.56302984,-3.31471108,-10.84672454,1.758929881,-2.813894766,-9.62341688,-0.112369699,-0.112113614,1.662639299,8.073147281
Kathua,7,District - Kathua ,0,616435,326109,290326,228273,177566,50707,178945,144710,34235,78.39078647,81.49645766,67.51533319,80.86842326,19.13157674,46.13316941,5.624074436,6.001844142,7.772220515,40.47053564,53.86683059,550084,289391,260693,214306,147563,66743,178957,130304,48653,83.50536149,88.30397864,72.89603404,72.81302212,27.18697788,57.3316495,5.526467252,4.469788832,5.84497952,31.29690373,42.6683505,-5.114575022,-6.807520984,-5.380700852,-8.055401136,-11.19848009,0.097607184,1.53205531,1.927240994,9.173631914
Baramula,8,District - Baramula ,Y,1008039,534733,473306,373217,292624,80593,271261,222696,48565,72.68184461,76.1031221,60.25957589,82.09657857,17.90342143,41.17178658,8.073405318,6.335595607,4.901552379,45.85325572,58.82821342,1169780,614816,554964,403984,294052,109932,319597,247101,72496,79.11130144,84.03309619,65.9462213,77.31643288,22.68356712,47.72134907,16.30835083,5.939354875,2.611413749,33.35888635,52.27865093,1.480947389,1.888359602,0.754989923,-0.143913702,-5.176339937,-5.481858852,-0.430400158,1.979877748,8.67832104
Bandipore,9,District - Bandipore ,Y,392232,207680,184552,196405,121009,75396,132046,89707,42339,67.23148596,74.13250254,56.15549897,67.93617376,32.06382624,45.36600882,16.48213501,3.810793208,3.953925147,34.19793102,54.63399118,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.480947389,1.888359602,0.754989923,-0.143913702,-5.176339937,-5.481858852,-0.430400158,1.979877748,8.67832104
Srinagar,10,District - Srinagar ,Y,1236829,651124,585705,433608,338070,95538,368598,301663,66935,85.00719544,89.23092851,70.06112751,81.84065025,18.15934975,7.638674111,13.6807579,18.36852072,7.689406888,70.9911611,92.36132589,1202447,649491,552956,391888,313956,77932,342729,289178,53551,87.45585473,92.10781129,68.71503362,84.37511853,15.62488147,12.86643383,21.81081846,14.2053926,4.602178398,60.72056931,87.13356617,1.537879341,1.105616541,2.929127965,4.20072213,0.923205661,-8.157215975,1.180674782,3.248697273,3.98531304
Ganderbal,11,District - Ganderbal ,Y,297446,158720,138726,133289,90140,43149,92306,67864,24442,69.25252647,75.28733082,56.64557695,73.52068121,26.47931879,38.35178645,13.54516499,3.476480402,8.495655754,39.6073928,61.64821355,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.537879341,1.105616541,2.929127965,4.20072213,0.923205661,-8.157215975,1.180674782,3.248697273,3.98531304
Pulwama,12,District - Pulwama ,Y,560440,293064,267376,251454,169277,82177,171439,126081,45358,68.17907053,74.48206195,55.19549266,73.54277615,26.45722385,46.3803452,9.667578556,5.796230729,3.398876568,40.55319968,53.6196548,652607,335544,317063,241566,159838,81728,185826,138212,47614,76.92556072,86.47005093,58.25910337,74.37710546,25.62289454,55.87807949,12.31474605,4.943872225,1.841507647,29.96566681,44.12192051,1.571859722,1.101167844,1.783639314,1.238474582,-2.784218902,-4.063243309,0.25020618,0.771032061,6.07643015
Shupiyan,13,District - Shupiyan ,Y,266215,136480,129735,106033,68389,37644,76940,55580,21360,72.56231551,81.27037974,56.7421103,72.23810762,27.76189238,68.05302833,5.096178841,3.852352482,0.86041071,25.99038212,31.94697167,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.571859722,1.101167844,1.783639314,1.238474582,-2.784218902,-4.063243309,0.25020618,0.771032061,6.07643015
Anantnag,14,District - Anantnag ,Y,1078692,559767,518925,535778,289009,246769,347792,216178,131614,64.91345296,74.79974672,53.33490025,62.15726641,37.84273359,58.46080416,6.270989557,5.892602475,3.257694254,32.01051203,41.53919584,1172434,610007,562427,468929,287864,181065,351908,247793,104115,75.04504946,86.07988495,57.50144976,70.41414233,29.58585767,55.61538811,12.52003365,5.057003535,1.460609023,30.40396922,44.38461189,2.734847441,-1.082085768,6.966365298,7.976757864,4.225559296,-6.056566989,0.355862865,1.405790863,0.42521683
Kulgam,15,District - Kulgam ,Y,424483,217620,206863,218535,119021,99514,144498,91195,53303,66.12121628,76.62093244,53.56331772,63.11160016,36.88839984,63.16281194,6.92673947,4.258190425,1.924594112,27.98585448,36.83718806,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.734847441,-1.082085768,6.966365298,7.976757864,4.225559296,-6.056566989,0.355862865,1.405790863,0.42521683
Doda,16,District - Doda ,Y,409936,213641,196295,199748,118365,81383,135910,90078,45832,68.04073132,76.10188823,56.31642972,66.27768376,33.72231624,55.88919138,2.559782209,2.728276065,11.79089103,29.76013538,44.11080862,691929,363526,328403,376795,200506,176289,277805,167120,110685,73.72841996,83.34912671,62.7861069,60.15730458,39.84269542,74.19304908,3.019744065,2.086355537,3.266319901,19.52088695,25.80695092,-9.057279982,-4.197024857,-14.29992872,-10.04046993,-14.63000411,-0.671084715,0.577198141,5.598738311,9.702350509
Ramban,17,District - Ramban ,Y,283713,149132,134581,109243,80933,28310,78604,61957,16647,71.9533517,76.55344544,58.80254327,78.82168846,21.17831154,58.52755585,3.016385935,3.003663936,7.858378708,30.59767951,41.47244415,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9.057279982,-4.197024857,-14.29992872,-10.04046993,-14.63000411,-0.671084715,0.577198141,5.598738311,9.702350509
Kishtwar,18,District - Kishtwar ,Y,230696,120165,110531,105509,67000,38509,72884,49712,23172,69.07846724,74.19701493,60.17294658,68.20701389,31.79298611,67.53059656,1.234838922,2.176060589,4.494813677,26.73975084,32.46940344,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9.057279982,-4.197024857,-14.29992872,-10.04046993,-14.63000411,-0.671084715,0.577198141,5.598738311,9.702350509
Udhampur,19,District - Udhampur ,Y,554985,296784,258201,299179,178398,120781,220025,148007,72018,73.54292915,82.96449512,59.62692808,67.26826497,32.73173503,56.06499261,3.217816157,4.584024543,6.941938416,33.77525281,43.93500739,743509,399686,343823,416299,229630,186669,322764,208248,114516,77.53177404,90.68849889,61.3470903,64.52020671,35.47979329,66.82312773,2.296724542,3.060440446,2.331114994,28.54903273,33.17687227,-3.588771178,-3.439018814,-3.562844097,-0.574764901,-4.48836795,0.174154487,1.013319206,3.274780234,1.039433229
Reasi,20,District - Reasi ,Y,314667,166461,148206,172984,87816,85168,126289,77426,48863,73.00617398,88.16844311,57.37248732,61.30858586,38.69141414,73.25816184,1.169539707,3.184758768,3.278195251,22.29410321,26.74183816,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3.588771178,-3.439018814,-3.562844097,-0.574764901,-4.48836795,0.174154487,1.013319206,3.274780234,1.039433229
Jammu,21,District - Jammu ,Y,1529958,813821,716137,550726,438565,112161,464908,381517,83391,84.41729644,86.99212203,74.34937278,82.06290277,17.93709723,21.80732532,7.306391802,11.88858871,7.256489456,63.62979342,78.19267468,1588772,850302,738470,562326,429008,133318,479351,391452,87899,85.24432447,91.24585089,65.93183216,81.66291507,18.33708493,29.19968875,7.554589434,9.951788981,8.00728485,55.23843697,70.80031125,-0.426499914,0.436177104,-1.147475334,-1.402023399,-6.936370832,0.566355548,1.32752352,-0.339119827,6.709135111
Samba,22,District - Samba ,Y,318898,169124,149774,101401,88081,13320,85028,75287,9741,83.85321644,85.47473348,73.13063063,88.54377382,11.45622618,24.75655078,12.57468128,7.94797008,9.919085478,52.74968246,75.24344922,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.426499914,0.436177104,-1.147475334,-1.402023399,-6.936370832,0.566355548,1.32752352,-0.339119827,6.709135111
Chamba,23,District - Chamba ,0,519080,261320,257760,394845,193477,201368,253116,137616,115500,64.10515519,71.12783432,57.35767351,54.36874793,45.63125207,69.28917966,2.515052387,2.068616761,8.385878411,19.80988954,30.71082034,460887,235218,225669,286774,134651,152123,201085,109677,91408,70.11967612,81.45279278,60.08821809,54.54260636,45.45739364,74.16565134,2.557127583,2.028992715,2.675982793,20.60123828,25.83434866,-6.014520934,-10.32495846,-2.730544574,0.173858435,-4.876471677,-0.042075196,0.039624046,5.709895618,-0.791348746
Kangra,24,District - Kangra ,0,1510075,750591,759484,880061,474088,405973,583453,349149,234304,66.29688169,73.64645382,57.71418296,59.84183816,40.15816184,51.13710959,5.602165042,5.31216739,12.00816518,31.25256019,48.86289041,1339030,661254,677776,722069,360214,361855,508854,285832,223022,70.47165853,79.35060825,61.63297453,56.17171134,43.82828866,62.27660586,7.605717947,4.5274283,5.988161634,24.12951456,37.72339414,-4.174776832,-5.704154427,-3.918791571,-3.670126824,-11.13949628,-2.003552905,0.78473909,6.020003548,7.123045633
Lahul & Spiti,25,District - Lahul & Spiti ,0,31564,16588,14976,20118,11124,8994,16591,9370,7221,82.46843623,84.23229054,80.28685791,56.47640287,43.52359713,58.54981617,0.723283708,1.362184317,10.45747695,30.26942318,41.45018383,33224,18441,14783,20313,12195,8118,18642,11457,7185,91.77374095,93.94833948,88.50702143,61.45799807,38.54200193,52.07059328,1.072846261,0.402317348,11.07713765,35.77942281,47.92940672,-9.305304728,-9.71604894,-8.220163529,4.9815952,6.479222881,-0.349562553,0.959866969,-0.619660701,-5.509999627
Kullu,26,District - Kullu ,0,437903,225452,212451,287266,149284,137982,231082,128213,102869,80.44182047,85.88529246,74.55247786,55.48376767,44.51623233,76.96229044,2.068529786,3.028362226,3.804710016,17.16446976,23.03770956,381571,198016,183555,220300,113113,107187,185352,101115,84237,84.13617794,89.39290798,78.58882141,54.55295869,45.44704131,77.60045751,3.083862057,2.97649877,2.721848159,16.59383228,22.39954249,-3.694357466,-3.507615514,-4.036343546,-0.930808972,-0.638167066,-1.015332271,0.051863456,1.082861857,0.570637479
Mandi,27,District - Mandi ,0,999777,498065,501712,724705,342324,382381,491481,255709,235772,67.8180777,74.69794697,61.65892134,52.02825745,47.97174255,68.83216238,2.94497651,2.785051711,7.009833544,21.21302756,31.16783762,901344,447872,453472,553010,248380,304630,396608,201931,194677,71.71805211,81.29921894,63.90604996,50.914505,49.085495,73.55020574,3.666592706,2.724100371,3.480514765,19.30268678,26.44979426,-3.899974414,-6.601271965,-2.247128625,-1.113752448,-4.718043362,-0.721616196,0.06095134,3.529318779,1.91034078
Hamirpur,28,District - Hamirpur ,0,454768,217070,237698,289281,128630,160651,200005,97751,102254,69.13865757,75.9939361,63.64977498,48.87427814,51.12572186,61.5079623,3.84440389,4.317892053,8.853278668,25.79435514,38.4920377,412700,196593,216107,245614,109633,135981,177729,87136,90593,72.36110319,79.4797187,66.62180746,49.02745191,50.97254809,66.60364938,4.388704151,4.327374823,7.456295821,21.55135065,33.39635062,-3.222445626,-3.485782602,-2.97203248,0.153173764,-5.095687075,-0.544300261,-0.009482771,1.396982847,4.243004489
Una,29,District - Una ,0,521173,263692,257481,259588,155555,104033,191088,125948,65140,73.61203137,80.9668606,62.61474724,65.91099389,34.08900611,47.89416395,12.30951185,6.312274973,9.854098635,29.94222557,52.10583605,448273,224524,223749,237241,120452,116789,169152,99166,69986,71.29964888,82.32823033,59.92516418,58.62537836,41.37462164,62.29485906,9.169267877,5.47850454,5.379185585,23.15668748,37.70514094,2.312382493,-1.361369736,2.689583059,-7.28561553,-14.40069512,3.140243971,0.833770432,4.474913051,6.785538095
Bilaspur,30,District - Bilaspur ,0,381956,192764,189192,260457,125653,134804,177174,96304,80870,68.0242804,76.64281792,59.99080146,54.35560522,45.64439478,61.67439918,5.151433055,3.778771152,6.668021267,26.5061465,38.32560082,340885,171263,169622,191406,92118,99288,144343,76102,68241,75.41195156,82.61360429,68.73036016,52.72302779,47.27697221,68.41481748,4.471986865,3.676659069,4.778894716,22.33430094,31.58518252,-7.387671159,-5.970786371,-8.739558704,-1.632577436,-6.740418305,0.67944619,0.102112083,1.889126551,4.171845564
Solan,31,District - Solan ,0,580320,308754,271566,334051,197965,136086,268556,172950,95606,80.39371234,87.36392797,70.25410402,64.39997617,35.60002383,48.60066429,15.28619729,4.021507619,4.662714667,31.45042375,51.39933571,500557,270291,230266,302617,162902,139715,228752,142967,85785,75.59125892,87.76258118,61.39999284,62.49868854,37.50131146,56.30989019,13.17627824,4.041931874,5.408914458,25.10491712,43.69010981,4.802453419,-0.398653217,8.85411118,-1.901287633,-7.709225893,2.109919052,-0.020424255,-0.746199791,6.345506632
Sirmaur,32,District - Sirmaur ,0,529855,276289,253566,302002,169373,132629,238008,145122,92886,78.81007411,85.68189735,70.03445702,60.97358072,39.02641928,67.09186246,8.213169305,2.628483076,5.025041175,19.66992706,32.90813754,458593,241299,217294,230236,129403,100833,194965,118068,76897,84.68050175,91.24054311,76.26173971,60.55856179,39.44143821,72.03190316,8.12402226,2.869232939,3.1164568,16.72761778,27.96809684,-5.870427641,-5.558645759,-6.227282689,-0.415018927,-4.940040704,0.089147045,-0.240749863,1.908584375,2.942309284
Shimla,33,District - Shimla ,0,814010,425039,388971,479753,264639,215114,380576,229495,151081,79.32748727,86.72002237,70.23299274,60.30201589,39.69798411,62.94721685,2.228989742,3.467638527,4.521830068,30.30196334,37.05278315,722502,380996,341506,386799,216842,169957,335620,200350,135270,86.76858006,92.39446233,79.59072001,59.69548895,40.30451105,63.73666647,2.649424945,3.466718312,3.583517073,30.03039151,36.26333353,-7.441092794,-5.674439957,-9.357727267,-0.606526946,-0.789449618,-0.420435203,0.000920214,0.938312995,0.271571826
Kinnaur,34,District - Kinnaur ,0,84121,46249,37872,55635,33102,22533,48631,30131,18500,87.41080255,91.0247115,82.10180624,61.95842158,38.04157842,60.09129979,2.430548416,1.624478213,11.88542288,25.59272892,39.90870021,78334,42173,36161,46348,26807,19541,40992,24653,16339,88.4439458,91.96478532,83.61393992,60.14100312,39.85899688,63.87099922,2.427302888,3.012782982,4.086163154,29.61553474,36.12900078,-1.033143249,-0.940073819,-1.512133681,-1.81741846,-3.779699431,0.003245527,-1.388304769,7.799259725,-4.022805821
Gurdaspur,35,District - Gurdaspur ,0,2298323,1212617,1085706,772939,635086,137853,661863,558887,102976,85.62939637,88.00178244,74.69986145,84.44149318,15.55850682,32.69060213,10.30726903,9.306759858,12.02272978,44.97939906,67.30939787,2104011,1113077,990934,737824,566470,171354,618554,503868,114686,83.8348983,88.9487528,66.9292809,81.4590157,18.5409843,36.11131769,14.47569654,10.4188155,7.287156821,42.12582895,63.88868231,1.794498073,-0.946970367,7.770580543,-2.982477475,-3.420715552,-4.168427517,-1.112055637,4.735572959,2.85357011
Kapurthala,36,District - Kapurthala ,0,815168,426311,388857,281914,228506,53408,251695,209215,42480,89.28077357,91.55777091,79.5386459,83.12242993,16.87757007,34.51598164,13.70944993,9.552037188,11.28985478,40.48471364,65.48401836,754521,399623,354898,259951,200779,59172,232972,186914,46058,89.62150559,93.09439732,77.83749071,80.23024226,19.76975774,39.78031695,18.11548169,10.56393043,7.816389952,34.28781141,60.21968305,-0.340732022,-1.536626411,1.701155191,-2.892187664,-5.264335304,-4.406031759,-1.011893242,3.473464832,6.196902231
Jalandhar,37,District - Jalandhar ,0,2193590,1145211,1048379,766732,619128,147604,694989,574194,120795,90.64301477,92.74237314,81.83721308,82.61914937,17.38085063,20.38435141,18.95483238,12.73789945,12.65257436,48.00824186,79.61564859,1962700,1040177,922523,670044,532340,137704,603618,497628,105990,90.08632269,93.4793553,76.9694417,82.44088148,17.55911852,27.31031878,21.30668734,13.41759192,9.258504551,42.12448933,72.68968122,0.55669208,-0.736982155,4.867771383,-0.178267883,-6.925967371,-2.351854963,-0.679692472,3.394069806,5.883752528
Hoshiarpur,38,District - Hoshiarpur ,0,1586625,809057,777568,521267,418370,102897,443560,365244,78316,85.09266844,87.30167077,76.11106252,82.34376409,17.65623591,33.77897015,12.78338894,9.75245739,14.02966904,39.40797186,66.22102985,1480736,765132,715604,533451,379821,153630,449386,340362,109024,84.24128927,89.61115894,70.96530626,75.73934212,24.26065788,45.50876084,14.03759797,10.15607963,7.035154633,33.41848656,54.49123916,0.851379175,-2.309488171,5.145756264,-6.604421966,-11.72979069,-1.254209023,-0.403622238,6.994514408,5.989485307
Shahid Bhagat Singh Nagar,39,District - Shahid Bhagat Singh Nagar ,Y,612310,313291,299019,206022,166857,39165,179891,149886,30005,87.3164031,89.82901526,76.61177071,83.32045516,16.67954484,33.70429871,13.54375705,8.620775914,17.65180026,35.10014398,66.29570129,587468,306902,280566,245954,156132,89822,227664,148396,79268,92.56365011,95.04521815,88.25009463,65.18202263,34.81797737,56.04750861,11.51082297,7.86334247,8.227914822,24.2137536,43.95249139,-5.247247011,-5.216202884,-11.63832392,-18.13843253,-22.34320989,2.032934086,0.757433445,9.423885435,10.88639037
Fatehgarh Sahib,40,District - Fatehgarh Sahib ,0,600163,320795,279368,209349,174816,34533,190671,162251,28420,91.07805626,92.8124428,82.29809168,85.09474435,14.90525565,33.84625874,21.9540465,8.853994577,9.498035884,34.70165888,66.15374126,538041,290137,247904,199768,149026,50742,180929,140430,40499,90.56956069,94.231879,79.81356667,77.61608145,22.38391855,47.6651062,17.54445114,9.222402158,5.25012574,29.54031692,52.3348938,0.50849557,-1.419436204,2.48452501,-7.478662904,-13.81884746,4.409595361,-0.368407581,4.247910144,5.161341958
Ludhiana,41,District - Ludhiana ,0,3498739,1867816,1630923,1269129,1013575,255554,1147571,943559,204012,90.42193504,93.09217374,79.83126854,82.22227644,17.77772356,20.47890719,26.8731085,12.34032578,7.43666405,45.21132026,79.52109281,3032831,1662716,1370115,1153290,893311,259979,1053868,845760,208108,91.37927148,94.67699379,80.04800388,80.2529349,19.7470651,27.35940364,29.57097094,12.73688925,5.20748329,37.86214213,72.64059636,-0.957336432,-1.584820049,-0.216735339,-1.96934154,-6.880496457,-2.697862433,-0.396563466,2.229180759,7.34917813
Moga,42,District - Moga ,0,995746,525920,469826,357298,281414,75884,311690,253901,57789,87.23530498,90.2233009,76.15439355,81.45946293,18.54053707,50.3513106,9.308607912,8.298630049,7.03006192,33.31001957,49.6486894,894854,474139,420715,373929,248967,124962,322568,228915,93653,86.26450476,91.94592054,74.94518334,70.96643188,29.03356812,59.23154188,12.9820689,7.931350909,2.85893207,24.92745716,40.76845812,0.970800225,-1.722619642,1.209210212,-10.49303104,-8.880231279,-3.673460985,0.36727914,4.17112985,8.382562414
Firozpur,43,District - Firozpur ,0,2029074,1071637,957437,792419,574503,217916,671627,528098,143529,84.75654925,91.92258352,65.86436976,78.62965604,21.37034396,56.291513,7.6649688,8.711382955,6.118872529,29.92464567,43.708487,1746107,926224,819883,673401,466634,206767,575858,436123,139735,85.51487153,93.46147087,67.58090024,75.73446926,24.26553074,61.03067076,8.782373432,8.977039478,3.470473624,26.71648219,38.96932924,-0.758322275,-1.538887354,-1.716530483,-2.895186783,-4.739157758,-1.117404633,-0.265656523,2.648398905,3.208163486
Muktsar,44,District - Muktsar ,0,901896,475622,426274,338582,257760,80822,296698,241153,55545,87.62958456,93.55718498,68.7250996,81.27894357,18.72105643,59.68156172,7.655595926,9.485739708,6.055315506,26.60752685,40.31843828,777493,411217,366276,319326,213950,105376,279630,202498,77132,87.56881682,94.64734751,73.19693289,72.4164074,27.5835926,65.11390051,8.151128277,8.593498552,2.869863749,23.86510746,34.88609949,0.060767741,-1.090162533,-4.471833286,-8.862536177,-5.432338789,-0.495532351,0.892241157,3.185451757,2.742419382
Faridkot,45,District - Faridkot ,0,617508,326671,290837,223058,177715,45343,196300,163549,32751,88.00401689,92.02881017,72.22945107,83.3158431,16.6841569,49.10748854,8.595007641,8.770249618,7.179826796,35.11767702,50.89251146,550892,292596,258296,210623,148528,62095,186536,139378,47158,88.56392702,93.83954541,75.9449231,74.71908908,25.28091092,55.90127375,10.33258996,9.056160741,3.884504868,29.88163143,44.09872625,-0.559910124,-1.810735232,-3.715472029,-8.596754021,-6.793785211,-1.737582314,-0.285911123,3.295321928,5.236045597
Bathinda,46,District - Bathinda ,0,1388525,743197,645328,574371,422043,152328,489326,384879,104447,85.19336805,91.1942622,68.56717084,78.65492535,21.34507465,51.834973,10.35056384,8.145081193,4.901844578,32.91261858,48.165027,1183295,632809,550486,528753,334446,194307,451922,315438,136484,85.46939686,94.31657129,70.24142208,69.79921314,30.20078686,60.26305424,8.413841327,8.099185258,3.116688278,28.20641615,39.73694576,-0.276028814,-3.122309089,-1.674251238,-8.855712208,-8.42808124,1.93672251,0.045895936,1.7851563,4.70620243
Mansa,47,District - Mansa ,0,769751,408732,361019,357662,221399,136263,287607,201802,85805,80.41307156,91.14855984,62.97013863,70.16588609,29.83411391,64.36178535,7.24599888,6.737666329,4.501976656,23.89023911,35.63821465,688758,366446,322312,302440,186544,115896,253478,175735,77743,83.81100384,94.20565657,67.07996825,69.32948816,30.67051184,68.31480444,9.602411255,7.351722832,3.047207253,19.03557705,31.68519556,-3.397932276,-3.057096734,-4.109829618,-0.836397927,-3.953019088,-2.356412374,-0.614056503,1.454769403,4.854662059
Patiala,48,District - Patiala ,YM,1895686,1002522,893164,666350,540182,126168,590045,491717,98328,88.54881069,91.02802389,77.93418299,83.33550831,16.66449169,32.66039031,11.97095137,11.32015355,9.839419027,45.5292393,67.33960969,1844934,987390,857544,690831,500427,190404,612970,472185,140785,88.72937086,94.35641962,73.94014832,77.03231806,22.96768194,44.29433741,14.78245265,10.73103088,5.366331142,35.5568788,55.70566259,-2.454174173,0.956922765,-5.874622763,-6.508171522,-14.66542266,-0.665596968,0.048496802,4.5232676,10.80775203
Amritsar,49,District - Amritsar ,Y,2490656,1318408,1172248,908797,703997,204800,802981,645282,157699,88.35647565,91.6597656,77.00146484,80.36080555,19.63919445,27.64150086,14.90558307,13.38088946,9.129356734,48.32355934,72.35849914,3096077,1650589,1445488,1116523,823980,292543,969173,762239,206934,86.8027797,92.50697832,70.73626783,78.64839404,21.35160596,40.59987226,16.12601672,12.11899217,5.200309955,38.07380107,59.40012774,0.024672979,1.836118639,-1.6880017,-2.343218005,-5.60212243,-3.178580449,-0.666745674,3.32707268,5.453630198
Tarn Taran,50,District - Tarn Taran ,Y,1119627,589369,530258,380971,304391,76580,328046,270755,57291,86.10786648,88.94973899,74.81196135,82.53568097,17.46431903,53.00415186,8.154344208,6.731373039,7.053888784,31.78761515,46.99584814,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.024672979,1.836118639,-1.6880017,-2.343218005,-5.60212243,-3.178580449,-0.666745674,3.32707268,5.453630198
